@relation 'Sony_Xperia_Train_WiFi_MF-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,25-30'

@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-49,-39,-42,-48,-45,-72,-63,-54,-47,-49,-40,-65,-46,-75,-59,-77,?,-65,?,-62,?,?,?,-7.203865,-1.721573,-28.173828,12
-44,-46,-42,-46,-44,-72,-63,-52,-52,-56,-44,-63,-48,-75,-59,-77,-77,?,?,-59,?,?,?,-7.823181,-1.721764,-27.719879,12
-44,-44,-40,-49,-44,?,-60,-54,-45,-48,-40,-63,-46,-77,-60,?,-77,-59,?,-61,?,?,?,-8.000183,-2.175713,-27.901459,12
-44,-44,-40,-48,-45,?,-59,-54,-48,-52,-40,-60,-46,-77,-60,?,?,-59,?,-62,?,?,?,-7.646179,-2.175713,-27.629089,12
-44,-45,-42,-47,-45,?,-60,-54,-47,-51,-41,-61,-46,-78,-60,?,?,?,?,-62,?,?,?,-7.469177,-2.266693,-27.084351,12
-43,-44,-42,-50,-44,?,-62,-54,-48,-48,-41,-61,-46,-76,-60,?,?,-69,?,-59,?,?,?,-7.469177,-2.085114,-27.26593,12
-44,-44,-42,-46,-44,?,-62,-54,-48,-48,-39,-60,-46,-79,-61,?,?,-68,?,-63,?,?,?,-7.380676,-1.539993,-27.992249,12
-44,-45,-43,-45,-44,?,-60,-83,-47,-48,-40,-66,-46,-79,-60,-76,?,-69,?,-59,?,?,?,-7.115173,-1.812363,-27.901649,12
-41,-45,-42,-46,-43,?,-63,-54,-47,-45,-40,-66,-46,-78,-60,-76,?,-69,?,-59,?,?,?,-7.380676,-1.994324,-27.5383,12
-45,-45,-40,-45,-44,-72,-61,-54,-47,-49,-41,-63,-47,-78,?,?,?,?,?,-59,?,?,?,-7.292175,-1.721764,-27.901649,12
-46,-45,-40,-46,-45,-72,-63,-52,-47,-48,-39,-60,-47,?,-61,?,-76,-68,-76,-62,?,?,?,-6.938171,-1.903152,-27.992439,12
-48,-43,-49,-46,-55,?,-50,-61,-45,-51,-32,-59,-45,-61,-55,?,-74,-62,-79,-62,?,-78,-78,-12.243843,-3.358459,-27.076149,13
-52,-40,-46,-46,-52,?,-55,-56,-45,-50,-33,?,-48,-61,-56,-70,-75,-65,?,-64,?,?,?,-12.06646,-3.419876,-27.300835,13
-51,-38,-44,-44,-52,?,-53,-56,?,-49,-32,-63,-47,-59,-56,-73,-75,-62,?,-61,?,?,?,-12.207222,-3.038025,-27.198601,13
-52,-36,-46,-45,-52,?,-50,-56,-46,-52,-32,-61,-48,-59,-56,-73,?,-62,?,-63,?,-83,-83,-12.649727,-3.427887,-26.767159,13
-52,-36,-46,-45,-52,-74,-53,-46,-47,-50,-31,-61,-47,-60,-56,?,?,-64,?,-63,?,-80,-83,-12.561035,-3.609467,-26.766968,13
-50,-36,-46,?,-52,-74,-64,-55,-47,-51,-32,?,-47,-59,?,?,?,-62,?,-61,?,-80,-83,-12.384033,-3.881836,-27.130699,13
-50,-36,-45,?,-55,?,-55,-56,-46,-49,-32,?,-47,-58,-55,-65,?,-58,?,-65,?,?,?,-12.649536,-3.700256,-26.94931,13
-50,-36,-46,-46,-52,?,-53,-54,-47,-44,-32,-60,-47,-58,-55,-69,?,-61,?,-64,?,-84,?,-12.561035,-2.973938,-27.13089,13
-49,-35,-49,-46,-52,?,-54,-57,-46,-51,-30,-60,-49,-66,-64,-69,?,-61,?,-62,?,-83,?,-12.207031,-3.518677,-26.767349,13
-52,-37,-46,?,-52,-74,-53,-55,-45,-44,-32,?,-47,-59,-55,?,?,-56,?,-62,?,-83,?,-12.030411,-4.063416,-26.58577,13
-50,-36,-46,?,-51,-74,-54,-52,-45,-48,-33,?,-47,-59,-55,?,?,-62,?,-62,?,?,?,-12.384224,-3.155518,-26.767349,13
-52,-36,-45,-45,-51,?,-54,-54,-45,-49,-33,?,-46,-53,?,?,?,-62,?,-64,?,?,?,-12.384224,-3.881836,-27.130699,13
-52,-36,-48,-45,-52,?,-54,-46,-46,-51,-31,?,-46,-59,-52,?,?,-63,?,-64,?,?,?,-12.118721,-3.972626,-26.948929,13
?,-37,-46,-45,-52,?,-53,-46,-47,-47,-32,?,-46,-59,-53,?,?,-63,?,?,?,?,?,-12.472725,-3.791046,-26.676559,13
-50,-36,-48,-46,-52,?,-55,-55,-46,-48,-32,-66,-47,?,-54,-71,?,-60,?,-63,?,?,?,-12.561035,-3.881836,-26.40419,13
-49,-35,-46,-45,-52,?,-54,-45,-49,-48,-30,-68,-47,?,-54,-71,-74,-62,?,-60,?,?,?,-12.384033,-3.427887,-26.585579,13
-50,-36,-45,-45,-52,?,-52,-45,-46,-48,-31,-68,-47,-52,?,-69,-74,-60,?,-62,?,?,?,-12.738037,-3.246307,-27.039719,13
-50,-36,-46,-45,-52,?,-53,-57,-47,-48,-69,?,-47,-58,-54,-67,?,-60,?,-62,?,?,?,-12.472725,-3.791046,-27.494049,13
-50,-35,-46,-46,-52,-72,-54,-52,-46,-49,-32,?,-46,-59,-54,-67,?,-61,-78,-62,?,?,?,-12.03022,-3.337097,-27.039909,13
-51,-36,-46,-46,-52,-72,-53,-46,-46,-47,-32,-65,-47,-59,-52,-71,?,-63,-78,-61,?,?,?,-12.649536,-3.518677,-26.676559,13
-53,-36,-46,-45,-52,?,-53,-56,-46,-48,-32,-65,-47,-50,-64,-71,?,-63,?,-62,?,?,?,-12.649536,-3.609467,-26.948929,13
-50,-36,-46,-75,-52,?,-53,-52,-46,-49,-31,-66,-47,-60,-64,-70,?,-62,?,-61,?,?,?,-13.00354,-3.700256,-26.767349,13
-50,-36,-46,-45,-52,?,-52,-46,-44,-48,-32,-66,-47,-60,-63,-70,?,-61,?,-59,?,?,?,-12.472534,-3.791046,-26.494789,13
-50,-36,-45,-46,-49,?,-52,-57,-46,-48,-32,-66,-47,-60,-55,?,?,-66,?,-59,?,?,?,-12.826538,-3.609467,-27.13089,13
-49,-36,-45,-52,-52,-71,-52,-46,-45,-49,-32,-64,-46,-60,-56,?,?,-64,?,-62,?,?,?,-12.826729,-3.518677,-27.22168,13
-50,-36,-48,-45,-52,-72,-54,-53,-44,-48,-31,-69,-47,-58,-55,?,?,-63,?,-60,?,?,?,-12.207222,-3.427887,-27.130699,13
-51,-36,-45,-44,-52,-72,-54,-55,-45,-51,-32,-69,-47,-58,-63,?,?,-60,?,-63,?,?,?,-12.207222,-3.064728,-26.94912,13
-50,-36,-49,-44,-50,?,-54,-56,-46,-48,-31,?,-46,-58,-63,?,?,-61,?,-60,?,?,?,-12.207031,-3.518677,-26.676559,13
-50,-35,-46,-42,-52,-69,-52,-56,-46,-49,-32,?,-46,?,-63,?,-74,-62,?,-62,?,?,?,-12.384033,-3.791046,-26.858139,13
-51,-36,-46,-43,-52,-69,-53,-52,-45,-52,-32,-70,-46,-60,-56,-74,-74,-65,?,-58,?,?,?,-12.649536,-3.155327,-26.676559,13
-49,-36,-46,-75,-52,?,-53,-56,-46,-52,-32,-64,-46,-60,-54,-74,?,-61,?,-60,?,?,?,-12.207413,-3.155327,-27.039719,13
-48,-35,-45,-44,-52,?,-53,-57,-49,-49,-32,-61,-46,-60,-54,?,?,-61,?,-63,?,?,?,-12.472725,-2.973938,-26.94912,13
-51,-36,-45,-44,-52,-71,-53,-57,-44,-49,-32,-61,-46,-60,?,?,?,?,?,-61,?,?,?,-12.649727,-3.155518,-26.58577,13
-50,-35,-46,-44,-52,-71,-53,-47,-45,-46,-31,-65,-47,-60,?,?,?,-58,?,-63,?,?,?,-12.738228,-3.337097,-27.130699,13
-50,-36,-46,-45,-52,?,-54,-57,-47,-49,-32,-65,-47,-48,?,?,?,-63,?,-59,?,?,?,-12.384033,-3.700256,-27.0401,13
-52,-36,-46,-44,-52,?,-52,-56,-46,-49,-31,-62,-47,-59,-53,?,?,-63,?,-59,?,?,?,-11.94191,-3.427887,-27.312469,13
-49,-36,-46,-45,-55,?,-55,-57,-43,-47,-32,-66,-48,-59,-55,?,?,-61,?,?,?,?,?,-11.765099,-2.883148,-27.130699,13
-50,-36,-46,-44,-52,?,-54,-56,-44,-48,-31,-66,-47,-59,-54,?,?,-61,?,-61,?,?,?,-12.384033,-3.064537,-26.948738,13
-50,-36,-46,-51,-52,-65,-53,-51,-44,-52,-32,?,-46,-59,-54,?,?,-63,?,-61,?,?,?,-12.472534,-3.700256,-27.584648,13
-49,-36,-46,-44,-50,-65,-52,-56,-46,-48,-32,-64,-47,-58,?,?,?,-63,?,?,?,?,?,-11.676407,-3.609467,-27.584839,13
-57,-52,-51,-55,-63,-66,-52,-64,-45,-54,-44,-57,-53,-56,-52,-70,-68,-62,-79,-63,?,?,-78,-8.551025,-7.027435,-23.105049,14
-56,-46,-49,-54,-62,-65,-56,-57,-40,-50,-34,-57,-51,-54,-55,-70,-68,-60,?,-61,?,?,?,-8.816528,-7.209206,-23.377419,14
-57,-45,-51,-53,-64,-64,-55,-59,-40,-50,-38,-56,-50,-53,-51,?,-67,-65,?,-60,?,-75,?,-8.728027,-7.753754,-23.104858,14
-52,-43,-52,-51,-65,-64,-52,-57,-39,-50,-38,-56,-49,-54,-52,-70,-67,-65,?,-60,?,-75,?,-8.639526,-7.481384,-23.104858,14
-53,-43,-50,-48,-65,?,-53,-64,-39,-51,-38,?,-50,-53,-52,-70,-67,?,?,-60,?,?,-82,-8.374023,-7.209015,-22.923279,14
-52,-43,-51,-51,-55,?,-56,-58,-43,-49,-38,-55,-49,-54,-54,?,-68,-64,?,-60,?,?,-82,-8.374023,-7.844734,-23.195839,14
-54,-42,-51,-47,-63,?,-58,-60,-40,-51,-38,-54,-49,-54,-53,?,-68,-64,?,-60,?,-74,-74,-8.905029,-7.935715,-23.286629,14
-54,-43,-51,-48,-64,-67,-51,-61,-40,-51,-39,-55,-50,-51,-54,?,?,-77,?,-60,?,-74,-74,-8.99353,-8.026505,-23.195839,14
-55,-45,-50,-47,-64,-67,-51,-51,-41,-52,-39,-52,-50,-54,-55,?,-66,-77,?,-62,?,?,?,-8.816528,-7.753944,-22.741699,14
-53,-42,-50,-47,-63,?,-54,-60,-40,-51,-38,-55,-49,-62,-55,-75,-68,?,?,-59,?,-75,-78,-9.082031,-7.299805,-23.195648,14
-50,-42,-50,-47,-63,-64,-53,-63,-39,-50,-39,-54,-49,-54,-51,-74,-68,-63,?,-61,?,-75,-78,-8.639526,-7.481384,-22.923279,14
-52,-41,-50,-67,-64,-64,-53,-62,-40,-51,-39,-54,-51,-54,-51,-74,-67,-63,?,-61,?,-74,-78,-8.374023,-7.209015,-22.6511,14
-55,-67,-50,-52,-63,-77,-46,-61,-40,-50,-40,-54,-49,-54,-51,?,-67,-64,?,-59,?,-74,-78,-8.816528,-7.390594,-23.55938,14
-52,-43,-51,-47,-63,-68,-57,-57,-42,-49,-38,-55,-48,-63,-53,-70,-67,-57,?,-60,?,?,-76,-8.639526,-7.299805,-23.649788,14
-55,-42,-51,-50,-63,-70,-54,-59,-40,-50,-39,-52,-46,-55,-51,-70,-68,-63,?,-58,?,?,-76,-8.639526,-7.299805,-23.649979,14
-53,-40,-51,-51,-63,-67,-53,-58,-39,-50,-37,-59,-49,-54,-54,-69,-68,-64,?,-59,?,-75,-78,-9.082031,-7.118225,-23.105049,14
-53,-42,-51,-48,-64,-67,-53,-59,-39,-51,-40,-59,-49,-53,-54,-69,?,-62,?,-60,?,-77,-78,-8.374023,-7.209015,-22.923279,14
-53,-41,-51,-49,-63,-68,-52,-59,-40,-50,-39,-54,-49,-54,-55,-71,?,-62,-86,-60,?,-75,-75,-8.551025,-7.027435,-23.195839,14
-53,-42,-50,-50,-63,-68,-57,-57,-39,-50,-39,-54,-49,-54,-55,-69,-67,-59,-81,-60,?,-75,-74,-8.728027,-7.663345,-23.468208,14
-54,-42,-50,-50,-63,?,-53,-59,-40,-50,-39,-55,-49,-61,-55,-69,-67,-57,-81,-62,?,-78,-74,-8.639526,-7.663155,-23.468018,14
-53,-42,-51,-48,-63,?,-52,-60,-40,-50,-40,-54,-49,-54,-55,-71,-67,-59,?,-61,?,-78,?,-8.374023,-8.026314,-23.468208,14
-55,-42,-52,-50,-55,-68,-54,-60,-39,-50,-38,-58,-49,-54,-57,-70,-67,-59,-73,-61,?,-74,-74,-8.816528,-7.572556,-22.83268,14
-55,-41,-50,-52,-63,-67,-52,-60,-40,-44,-37,-55,-50,-55,-56,-64,?,-58,-82,-61,?,-74,-74,-8.639526,-7.754135,-22.650909,14
-58,-42,-50,-50,-63,-67,-52,-60,-40,-50,-37,-54,-49,-52,-69,-71,?,-58,-82,?,?,-74,-77,-8.374023,-7.935715,-22.19696,14
-54,-43,-50,-47,?,?,-52,-58,-40,-50,-41,-54,-47,-60,-54,-65,?,-59,?,-61,?,-74,-74,-8.639526,-7.844925,-22.83268,14
-51,-40,-49,-48,-55,?,-54,-49,-40,-50,-40,-55,-49,-53,-54,-65,?,-57,?,-61,?,-74,-74,-8.905029,-7.209206,-23.014069,14
-51,-62,-51,-67,-63,?,-53,-57,-40,-59,-39,-55,-48,-52,-50,-71,-67,-59,?,-58,?,-74,-74,-8.728027,-7.118607,-22.92347,14
-52,-42,-51,-48,-63,-67,-53,-59,-39,-49,-39,-55,-49,-54,-51,-71,-67,-59,-82,-61,?,-74,-74,-8.108521,-7.390785,-23.195839,14
-52,-42,-50,-49,-64,-70,-52,-59,-39,-50,-40,-58,-47,-54,-56,-64,-67,-58,-82,-60,?,-74,-74,-8.728027,-7.935524,-22.741699,14
-50,-42,-51,-48,-64,-69,-53,-59,-40,-50,-39,-56,-50,-54,-53,-64,?,-58,-82,-62,?,-71,-74,-9.082031,-7.299805,-23.014069,14
-50,-43,-51,-49,-63,-69,-52,-59,-40,-51,-38,-55,-48,-54,-55,?,-67,-57,?,-60,?,-73,-78,-9.170532,-7.299805,-23.104858,14
?,-45,-49,-49,-63,?,-53,-60,-40,-51,-38,-55,-48,-54,-54,-70,-67,-51,?,-63,?,-73,-61,-9.170532,-7.572365,-23.195839,14
-56,-45,-51,-68,-63,?,-54,-60,-42,-61,-36,-57,-50,-54,-55,-70,-67,-51,?,-63,?,-73,-61,-8.816528,-7.844925,-23.377419,14
-54,-44,-51,-48,-63,?,-49,-59,-40,-50,-40,-56,-49,-54,-51,-75,-67,-61,?,?,?,?,-75,-8.728027,-7.663155,-23.195648,14
-53,-41,-50,-49,-63,-66,-53,-59,-41,-50,-41,-60,-49,-50,-49,-67,-68,-66,?,-62,?,?,-78,-8.285522,-7.663155,-22.741699,14
-54,-41,-51,-48,-63,-68,-53,-59,-40,-50,-39,-57,-49,-54,-49,-67,-68,-66,?,-62,?,?,-74,-8.816528,-7.481575,-23.014259,14
-54,-41,-52,-48,-63,-68,-56,-58,-41,-49,-39,-60,-48,-54,-51,-65,?,?,?,-62,?,-74,-74,-8.99353,-7.753944,-23.195648,14
-52,-42,-51,-47,-63,-67,-55,-56,-40,-50,-39,-57,-48,-54,-51,-65,-68,-59,?,-62,?,-73,-72,-8.816528,-7.935715,-23.377228,14
-50,-42,-50,-48,-65,-66,-53,-56,-41,-50,-39,-56,-70,-51,-51,?,-68,-63,-79,-61,?,-78,-74,-8.639526,-7.844734,-23.558807,14
-52,-42,-51,-48,-63,-66,-52,-56,-40,-50,-40,-57,-70,-51,-55,?,-68,-62,-82,-63,?,-78,-77,-8.728027,-7.481384,-23.286438,14
-50,-48,-50,-45,-51,-67,-58,-64,-56,?,-34,-53,-47,-61,-71,-66,-67,-61,?,-66,?,-79,-72,-15.192986,2.340698,-28.404236,15
-52,-47,-51,-44,-49,-67,-57,-67,-54,-57,-30,-51,-44,-58,-66,-66,-63,-59,?,-68,?,-79,-72,-15.369606,2.340698,-29.130554,15
-53,-45,-50,-45,-49,?,-56,-63,-52,-71,-30,-51,-44,-58,-65,?,-63,-60,?,-70,?,?,?,-15.81192,2.340698,-29.221535,15
-52,-46,-46,-46,-50,?,-57,-59,-54,-65,-34,?,-44,-60,-73,?,-66,-62,?,-69,?,?,-74,-15.634918,2.431488,-29.948235,15
-53,-47,-50,-46,-52,?,-57,-68,-53,-64,-32,?,-44,-60,-65,?,-66,-62,?,-68,?,?,-74,-15.104103,2.613068,-29.584885,15
-53,-48,-48,-46,-50,?,-57,-64,-56,-57,-32,-70,-45,-60,-65,-72,?,-61,?,-58,?,?,?,-15.457726,2.703857,-28.949165,15
-53,-46,-50,-45,-53,?,-57,-64,-55,-75,-30,-70,-43,-60,?,-71,?,-60,-76,-67,?,-74,?,-15.634918,2.703857,-28.858185,15
-53,-50,-49,-45,-53,-70,-56,-63,-58,-60,-30,-57,-44,-59,-69,-71,?,-60,-76,-65,?,-74,?,-15.458107,2.885437,-29.221344,15
-56,-46,-50,-48,-54,-70,-55,-63,-55,-59,-32,-58,-42,-60,-64,?,?,-57,?,-66,?,?,?,-15.546608,2.794647,-28.949165,15
-53,-47,-48,-45,-53,?,-57,-66,-55,-73,-34,-58,-44,-60,-64,?,-70,-59,?,-65,?,-73,-80,-15.192604,2.340698,-28.767586,15
-53,-47,-49,-45,-53,-66,-57,-60,-53,-62,-32,-54,-44,-58,?,-71,-67,-58,?,-65,?,-73,-80,-15.369415,2.068329,-28.858185,15
?,-45,-48,-44,-55,-66,-61,-66,-51,-59,-33,-53,-44,-64,-56,-72,-67,-58,?,-64,?,-79,-80,-15.546608,2.249908,-29.130745,15
-51,-49,-48,-44,-53,-68,-57,-59,-55,-63,-30,-54,-44,-61,-56,-70,?,-58,?,-65,?,-79,?,-15.546417,2.522278,-29.221725,15
-55,-46,-49,-81,-53,-64,-58,-62,-54,-62,-30,-54,-44,-61,?,-62,-67,-59,?,-66,?,-80,-74,-15.811539,2.068329,-28.949165,15
-52,-48,-49,-43,-52,-69,-58,-63,-54,-62,-32,-54,-48,-57,?,-71,-66,-59,?,-68,?,-81,-74,-15.458107,2.431488,-28.495026,15
-52,-48,-49,-45,-52,-64,-60,-63,-55,-62,-32,-55,-44,-60,-59,-71,-66,-60,?,-65,?,-81,-74,-15.546417,2.431488,-28.767395,15
-58,-48,-48,-44,-52,-64,-58,-65,-54,-64,-33,-55,-44,-59,-59,?,-67,-59,?,-66,?,?,-74,-15.369606,2.068329,-28.858376,15
-53,-46,-48,-45,-53,-64,-61,-64,-68,-60,-32,-55,-44,-60,-60,-71,-66,-59,?,-66,?,-73,-73,-15.104485,1.977539,-28.767586,15
-53,-47,-48,-44,-53,-64,-57,-64,-54,-60,-34,-55,-44,-61,-60,-72,-66,-60,?,-65,?,-75,-81,-15.281296,2.159119,-28.949165,15
-52,-47,-48,-44,-53,?,-57,-64,-50,-62,-32,-55,-45,-60,-60,-72,?,-65,?,-66,?,-75,-74,-15.281296,2.340698,-29.039764,15
-57,-46,-51,-44,-53,-68,-58,-64,-50,-63,-31,-55,-45,-62,-61,-68,-69,-58,?,-66,?,?,-75,-15.458107,2.159119,-29.403114,15
-53,-48,-48,-44,-53,-65,-57,-61,-54,-61,-30,-55,-44,-63,-64,-72,-69,-61,?,-66,?,-75,-76,-15.546608,2.159119,-29.675674,15
-55,-50,-48,-44,-53,-65,-57,-61,-51,-61,-31,-58,-44,-62,-64,-72,?,-60,?,-68,?,-76,-76,-15.546608,2.159119,-29.039764,15
-53,-48,-50,-45,-53,-63,-57,-66,-55,-60,-30,-56,?,-60,-59,?,-66,-60,?,-66,-89,-76,?,-15.634918,2.340698,-29.039955,15
-53,-50,-50,-51,-53,-63,-59,-66,-58,-59,-30,-57,-45,-61,-56,?,-66,-60,?,-67,-89,?,-81,-15.811539,2.431488,-29.403114,15
-52,-49,-49,-44,-53,-63,-61,-66,-52,-59,-69,-55,-44,-60,-56,?,?,-60,?,-67,?,?,-81,-15.281105,2.794647,-28.858185,15
-52,-48,-51,-43,-52,-64,-58,-63,-57,-60,-33,-56,-45,-60,?,?,?,-58,?,-66,?,?,?,-15.015793,2.703857,-28.858376,15
-51,-47,-48,-43,-52,-65,-56,-58,-56,-64,-31,-56,-43,-60,-59,?,?,-60,?,-68,?,-75,-74,-15.546417,2.159119,-29.130936,15
-52,-60,-50,-43,-52,-65,-59,-63,-51,-59,-32,-56,-45,-61,-55,?,?,-58,?,-67,?,-75,-74,-15.192795,2.340698,-28.767776,15
-53,-48,-49,-44,-52,-65,-57,-60,-54,-57,-30,-56,-48,-59,-57,?,?,-59,?,-68,?,-79,?,-14.573479,2.249908,-29.312325,15
-49,-45,-50,-46,-52,-63,-57,-64,-54,-63,-33,-56,-45,-59,-57,?,-66,-59,?,-69,?,-74,?,-15.546417,2.249908,-28.858185,15
-50,-45,-48,-46,-52,-63,-57,-63,-58,-67,-33,-56,-45,-61,?,-69,-66,-58,?,-71,?,-81,?,-15.457916,2.340698,-28.948975,15
-52,-51,-48,-46,-51,-62,-57,-64,-87,-60,-33,-56,-45,-60,-68,-72,-66,-60,?,-69,?,-80,-79,-15.723228,2.522278,-28.948975,15
-50,-48,-51,-44,-52,-68,-61,-63,-54,-59,-33,-88,-45,-60,-66,-71,-66,-60,-79,-68,?,-79,-80,-15.369606,1.977539,-28.858185,15
-51,-48,-48,-44,-51,-68,-58,-64,-52,-62,-33,-56,-45,-60,-66,-71,?,-59,-79,-69,?,-79,-80,-15.281296,2.159119,-29.494095,15
-53,-47,-49,-44,-51,-64,-58,-65,-54,-71,-33,-56,-44,-60,-62,-71,?,-59,?,-69,?,?,?,-15.015984,1.61438,-28.586006,15
-51,-48,-49,-48,-52,-64,-57,-63,-56,-59,-32,-54,-44,-60,-62,?,-66,-62,?,-68,?,-81,?,-15.369606,1.795959,-28.767776,15
-50,-49,-51,-67,-52,-63,-53,-64,-54,-59,-33,-54,-44,-61,-59,-71,-67,-59,?,-68,?,-74,-74,-15.81192,2.249908,-29.130745,15
-50,-48,-52,-44,-52,-63,-58,-64,-54,-59,-33,?,-44,-62,-57,-71,-67,-56,?,-68,?,-74,-74,-16.254044,2.340698,-29.040146,15
-52,-47,-49,-45,-51,-68,-56,-65,-54,-60,?,-55,-44,-60,-61,-71,?,-61,?,-67,?,?,?,-15.90023,1.795959,-29.039955,15
-49,-49,-52,-53,-58,-62,-57,-55,-39,-49,-71,-58,-58,-52,-51,-73,-71,-60,?,-70,?,?,-71,-10.057259,-1.96209,-24.067116,16
-52,-48,-52,-52,-57,-60,-58,-51,-40,-50,-33,-58,?,-55,-51,?,-71,?,?,?,?,-76,-76,-9.810638,-2.127075,-24.168015,16
-51,-86,-49,-52,-57,-58,-57,-55,-39,-59,-31,-56,-56,-53,-52,-75,-71,?,?,?,?,-76,-76,-10.028458,-2.381897,-23.264313,16
-51,-45,-56,-52,-60,-58,-57,-53,-39,-48,-31,-54,-53,-53,-54,-76,-73,-65,?,-80,?,?,?,-9.703445,-2.507019,-23.431206,16
-50,-44,-51,-54,-60,-59,-57,-54,-39,-60,-32,-63,-53,-73,-54,-76,-74,-64,?,-78,?,?,?,-9.349823,-2.416229,-23.885345,16
-50,-45,-53,-69,-57,-59,-58,-48,-39,-49,-32,-54,-52,-52,?,-76,-74,-57,?,-74,?,-76,-77,-10.234261,-2.597809,-24.248886,16
-49,-45,-51,-69,-59,-59,-59,-51,?,-48,-32,-58,-53,-53,-51,-74,?,-64,?,-74,?,-76,-77,-9.791756,-2.779388,-24.249077,16
-49,-45,-52,-51,-60,-60,-56,-51,-39,-48,-37,-56,-52,-52,-51,-74,?,-64,?,-79,?,-75,-79,-9.349442,-2.325439,-23.885155,16
-49,?,-51,-52,-60,-60,-57,-54,-38,-53,-37,-55,-54,-53,-50,-77,-71,-65,?,-80,?,-76,-79,-9.526443,-2.507019,-23.521805,16
-49,-44,-51,-51,-60,?,-57,-48,-39,-49,-32,-57,-54,-52,-50,-77,-76,-56,?,-77,?,-76,-79,-9.791756,-2.23465,-23.794556,16
-49,-45,-51,-49,-60,-58,-58,-55,-38,-48,-32,-55,-52,-53,-53,-75,-71,-63,?,-77,?,-76,-79,-10.499573,-1.689911,-23.794556,16
-50,-46,-51,-53,-60,-58,-56,-54,-39,-47,-32,-55,-52,-52,-53,-76,-71,-62,?,-75,?,?,-67,-9.968567,-1.599121,-23.612595,16
-50,-46,-51,-52,?,-57,-56,-55,-38,-48,-32,-56,-52,-51,-50,-75,?,-65,?,-75,?,-73,-80,-9.880066,-2.05307,-23.521614,16
-50,?,-52,-52,-60,-60,-56,-55,-38,-48,-57,-55,-53,-52,-50,-75,?,-65,?,?,?,-73,-74,-9.526634,-2.416229,-23.885155,16
-50,-45,-52,-51,-61,-65,-57,-55,-40,-49,-57,-51,-52,-54,-50,?,-71,?,?,?,?,?,-74,-9.172821,-2.870178,-23.703575,16
-49,-45,-52,-54,-60,-59,-55,-54,-39,-49,-32,-56,-53,-52,?,-77,-70,-63,?,?,?,?,-69,-10.14595,-2.14386,-23.885345,16
-50,-45,-53,-52,-60,-59,-57,-49,-39,-50,-32,-56,-52,-53,?,-77,-70,-63,?,-75,?,-74,-77,-9.880447,-1.780701,-23.521996,16
-58,-45,-50,-51,-61,-59,-58,-51,-38,-50,-32,-56,-52,-52,?,-77,?,-63,?,-75,?,-75,-77,-10.14576,-1.87149,-23.249245,16
-49,-44,-51,-51,-61,-58,-57,-55,-39,-49,-31,-54,-53,-53,-52,-76,?,-63,?,?,?,-75,?,-9.880447,-1.96228,-24.067116,16
-50,-45,-50,-51,-62,-58,-57,-48,-39,-52,-31,-55,-53,-53,-51,-75,-71,-62,?,?,?,-75,-75,-9.349632,-1.68972,-24.067307,16
-50,-45,-52,-51,-61,-65,-57,-55,-39,-48,-31,-54,-54,-52,-53,-75,-81,-62,-81,-74,?,-75,-75,-9.614754,-1.78051,-23.976326,16
-49,-44,-53,-50,-61,-65,-57,-54,-39,-48,-75,-56,-53,-52,-53,?,-81,-62,-81,-74,?,?,?,-9.880447,-2.14386,-23.885345,16
-49,-54,-51,-51,-60,-65,-57,-54,-39,-49,-33,-56,-51,-53,-53,-76,?,-64,?,-74,?,-77,-79,-9.791946,-2.416229,-23.521996,16
-49,-44,-51,-50,-60,-59,-57,-53,-39,-49,-32,-59,-53,-53,-56,-76,?,-63,?,-74,?,-77,-79,-9.703445,-2.597809,-23.703766,16
