04:18:d6:c1:98:24_inonet,e8:37:7a:6c:7f:55_PYR,18:28:61:1c:0b:69_EVOSOFT,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,REF_POINT
-39,-51,-58,-38,-47,-36,-42,-52,-52,-65,-34,-50,-60,NaN,-35,-53,NaN,-51,-62,14
-39,-47,-58,-42,-46,-36,-42,-52,-50,-60,-34,-55,-51,NaN,-36,-51,NaN,-51,-54,14
-42,-46,-55,-37,-43,-34,-41,-50,-51,-60,-37,-47,-63,NaN,-36,-54,-71,-51,-55,14
-42,-45,-56,-38,-45,-35,-40,-53,-54,-60,-34,-48,-59,NaN,-36,-52,-71,-52,-55,14
-40,-46,-65,-42,-46,-26,-40,-52,-57,-60,-36,-48,-51,NaN,-37,-52,-71,-52,-60,14
-42,-46,-65,-42,-46,-26,-40,-52,-57,-60,-36,-48,-51,NaN,-37,-52,-71,-52,-60,14
-41,-47,-63,-41,-55,-20,-36,-50,-50,-67,-34,-48,-51,NaN,-36,-53,-71,-52,-56,14
-41,-46,-61,-37,-54,-26,-40,-51,-52,-67,-34,-48,-52,NaN,-36,-54,NaN,-52,-60,14
-41,-46,-62,-38,-46,-19,-40,-50,-53,-61,-34,-49,-51,NaN,-36,-51,NaN,-51,-56,14
-41,-47,-58,-40,-45,-26,-40,-51,-52,-59,-35,-49,-52,NaN,-37,-55,-71,-52,-55,14
-46,-45,-58,-39,-47,-27,-39,-51,-53,-60,-35,-48,-51,NaN,-37,-53,-71,-51,-55,14
-43,-46,-63,-42,-47,-26,-42,-51,-50,-60,-35,-50,-51,NaN,-41,-52,-71,-53,-59,14
-42,-51,-60,-37,-48,-23,-42,-51,-52,-60,-34,-50,-52,NaN,-37,-54,-71,-51,-55,14
-43,-47,-60,-39,-57,-25,-41,-50,-51,-60,-34,-50,-52,NaN,-37,-52,NaN,-51,-55,14
-40,-46,-62,-42,-47,-26,-41,-50,-52,-68,-35,-50,-52,NaN,-37,-54,NaN,-51,-55,14
-41,-46,-62,-38,-54,-25,-41,-51,-51,-61,-35,-48,-51,NaN,-36,-55,NaN,-53,-56,14
-40,-47,-65,-38,-45,-26,-42,-51,-53,-61,-36,-49,-51,NaN,-36,-52,NaN,-52,-60,14
-41,-47,-59,-38,-43,-22,-41,-51,-52,-61,-65,-49,-59,NaN,-37,-56,NaN,-52,-54,14
-40,-44,-62,-38,-53,-26,-41,-52,-53,-61,-34,-56,-59,NaN,-37,-56,NaN,-51,-54,14
-40,-48,-59,-38,-45,-21,-42,-51,-52,-61,-35,-51,-59,NaN,-40,-52,NaN,-52,-55,14
-39,-49,-58,-42,-45,-36,-41,-51,-53,-59,-34,-57,-52,NaN,-37,-53,NaN,-53,-55,14
-41,-49,-61,-39,-47,-37,-51,-53,-53,-61,-34,-49,-51,NaN,-38,-54,-75,-55,-60,14
-39,-45,-58,-37,-45,-34,-46,-52,-52,-68,-35,-51,-59,-76,-38,-53,-75,-49,-56,14
-40,-46,-57,-38,-42,-25,-45,-50,-53,-62,-38,-51,-60,-76,-36,-54,-70,-54,-55,14
-43,-53,-62,-38,-42,-25,-45,-50,-53,-62,-38,-51,-60,-76,-36,-54,-70,-54,-55,14
-40,-48,-56,-39,-42,-26,-45,-51,-52,-61,-35,-57,-60,-74,-36,-54,-68,-52,-55,14
-41,-46,-58,-37,-45,-26,-38,-51,-52,-61,-35,-50,-60,-74,-37,-54,-68,-52,-55,14
-41,-46,-56,-37,-44,-26,-38,-51,-52,-60,-36,-50,-54,-74,-37,-52,-70,-49,-56,14
-39,-51,-55,-39,-53,-26,-41,-50,-52,-59,-35,-50,-54,-74,-36,-54,-70,-51,-53,14
-40,-45,-56,-43,-46,-26,-43,-49,-52,-59,-27,-50,-62,NaN,-36,-64,-70,-52,-60,14
-38,-47,-57,-38,-44,-23,-43,-51,-53,-59,-36,-50,-59,NaN,-36,-64,-70,-58,-56,14
-39,-46,-55,-39,-45,-22,-55,-51,-53,-59,-35,-51,-60,NaN,-36,-55,-71,-53,-56,14
-40,-47,-56,-39,-45,-23,-43,-52,-52,-59,-36,-51,-52,NaN,-36,-55,-71,-52,-54,14
-40,-50,-57,-42,-46,-23,-43,-50,-52,-66,-34,-58,-53,NaN,-38,-54,-71,-52,-56,14
-39,-46,-56,-39,-44,-24,-43,-52,-52,-66,-34,-58,-55,NaN,-36,-54,-71,-52,-55,14
-41,-46,-55,-39,-46,-26,-43,-51,-51,-59,-27,-57,-53,NaN,-37,-56,-70,-52,-54,14
-39,-46,-56,-38,-54,-26,-43,-51,-52,-59,-37,-57,-53,NaN,-37,-53,-70,-52,-56,14
-40,-50,-57,-38,-46,-26,-45,-50,-51,-60,-34,-58,-52,NaN,-36,-54,-70,-51,-55,14
-40,-46,-57,-42,-46,-27,-41,-51,-51,-60,-34,-58,-52,NaN,-37,-54,-72,-51,-56,14
-39,-46,-56,-41,-48,-18,-42,-47,-52,-60,-27,-51,-52,NaN,-37,-56,-72,-51,-55,14
-41,-46,-58,-38,-47,-20,-42,-50,-52,-60,-36,-49,-62,-78,-42,-56,-72,-57,-55,14
-42,-46,-57,-38,-46,-26,-42,-48,-50,-67,-36,-50,-60,-78,-37,-51,-72,-57,-54,14
-40,-51,-61,-43,-46,-26,-42,-48,-50,-67,-36,-50,-60,-78,-37,-51,-72,-57,-54,14
-41,-47,-58,-42,-47,-27,-43,-49,-52,-60,-70,-49,-53,-78,-37,-54,-67,-52,-56,14
-40,-46,-56,-41,-46,-25,-46,-50,-56,-59,-35,-49,-52,-78,-36,-54,-70,-53,-55,14
-39,-50,-56,-38,-47,-26,-43,-50,-52,-59,-35,-49,-52,NaN,-41,-53,-70,-53,-55,14
-41,-46,-55,-42,-46,-25,-42,-49,-51,-60,-36,-56,-52,NaN,-37,-54,-71,-51,-55,14
-40,-45,-56,-39,-47,-26,-41,-50,-52,-60,-36,-56,-56,NaN,-37,-59,-73,-53,-55,14
-39,-45,-56,-43,-46,-26,-41,-50,-52,-60,-36,-56,-56,NaN,-37,-59,-73,-55,-55,14
-40,-45,-56,-42,-49,-26,-54,-49,-52,-61,-68,-56,-54,NaN,-37,-55,-71,-55,-55,14
-42,-45,-56,-39,-46,-25,-42,-50,-52,-62,-36,-48,-60,NaN,-37,-55,-71,-55,-54,14
-42,-50,-56,-38,-46,-21,-43,-48,-52,-60,-36,-48,-51,NaN,-43,-53,-72,-53,-54,14
-40,-46,-56,-38,-47,-22,-43,-50,-51,-59,-35,-48,-51,NaN,-37,-55,-75,-53,-53,14
-42,-47,-57,-37,-46,-26,-42,-49,-54,-60,-34,-57,-60,NaN,-37,-53,-74,-52,-59,14
-42,-46,-57,-38,-46,-23,-43,-49,-51,-61,-35,-49,-53,-77,-38,-56,-75,-52,-56,14
-39,-46,-58,-42,-46,-39,-43,-50,-53,-65,-35,-49,-51,-77,-38,-53,-71,-53,-56,14
-40,-51,-57,-42,-45,-26,-42,-50,-52,-60,-35,-56,-53,-77,-37,-54,-73,-52,-54,14
-40,-51,-57,-37,-48,-22,-41,-50,-51,-61,-34,-56,-53,-73,-46,-56,-72,-54,-56,14
-40,-51,-56,-41,-46,-25,-42,-49,-51,-59,-37,-49,-53,-73,-38,-53,-72,-53,-54,14
-39,-54,-55,-38,-54,-27,-41,-50,-52,-59,-35,-49,-53,-73,-36,-51,-73,-52,-56,14
-42,-48,-59,-37,-47,-23,-43,-49,-51,-60,-35,-49,-54,-73,-42,-53,-73,-50,-56,14
-40,-47,-65,-42,-50,-36,-42,-50,-52,-60,-36,-49,-52,NaN,-42,-52,-72,-52,-55,14
-39,-46,-63,-42,-48,-36,-42,-50,-52,-61,-34,-49,-61,NaN,-36,-54,-73,-53,-55,14
-40,-49,-65,-41,-60,-26,-42,-51,-53,-59,-35,-57,-61,NaN,-37,-54,-72,-52,-55,14
-39,-46,-62,-37,-47,-27,-42,-48,-52,-60,-35,-57,-63,-80,-36,-52,-72,-51,-55,14
-40,-47,-62,-38,-54,-26,-52,-50,-52,-60,-35,-49,-61,-80,-36,-54,-72,-51,-56,14
-39,-50,-64,-38,-49,-25,-42,-49,-50,-59,-35,-49,-61,-80,-37,-53,-72,-53,-57,14
-39,-46,-63,-43,-49,-26,-42,-50,-50,-66,-35,-57,-61,-80,-36,-53,-72,-53,-54,14
-40,-46,-62,-38,-48,-26,-41,-51,-52,-60,-34,-57,-61,NaN,-36,-53,NaN,-52,-55,14
-40,-46,-60,-36,-47,-23,-41,-47,-52,-60,-35,-50,-61,NaN,-37,-54,NaN,-53,-55,14
-40,-47,-59,-37,-47,-27,-41,-50,-52,-58,-36,-49,-60,NaN,-42,-54,NaN,-50,-55,14
-39,-46,-63,-38,-48,-22,-41,-50,-52,-58,-35,-57,-53,NaN,-37,-54,NaN,-56,-54,14
-40,-46,-64,-38,-43,-21,-43,-49,-52,-66,-35,-49,-61,NaN,-37,-53,NaN,-55,-59,14
-37,-51,-65,-38,-47,-26,-42,-50,-52,-61,-35,-49,-53,NaN,-37,-54,NaN,-51,-54,14
-39,-45,-65,-37,-46,-26,-42,-49,-53,-58,-35,-57,-62,-75,-36,-55,NaN,-52,-57,14
-40,-46,-65,-37,-46,-26,-53,-50,-52,-59,-34,-51,-61,-75,-36,-56,NaN,-51,-59,14
-40,-47,-65,-37,-46,-26,-44,-50,-51,-59,-34,-48,-61,-75,-37,-53,NaN,-51,-56,14
-40,-46,-65,-38,-46,-27,-43,-50,-51,-59,-36,-50,-60,-75,-41,-53,NaN,-54,-55,14
-52,-52,-65,-48,-51,-40,-43,-56,-41,-63,-18,-44,-52,-78,-45,-57,-68,-56,-51,15
-49,-53,-57,-40,-46,-45,-44,-55,-43,-63,-23,-44,-52,-78,-53,-56,-65,-55,-51,15
-48,-55,-61,-43,-57,-39,-42,-57,-43,-61,-34,-49,-57,-76,-49,-59,-65,-54,-52,15
-48,-53,-57,-49,-44,-37,-41,-57,-42,-65,-26,-46,-57,-75,-64,-59,-64,-56,-53,15
-48,-57,-60,-41,-45,-37,-42,-54,-42,-65,-25,-46,-57,-75,-56,-56,-67,-59,-51,15
-47,-50,-58,-41,-46,-36,-44,-54,-41,-61,-35,-54,-51,-75,-54,-57,-69,-54,-52,15
-49,-48,-55,-42,-44,-38,-41,-56,-42,-59,-26,-54,-51,-73,-54,-58,-67,-55,-51,15
-48,-55,-57,-42,-44,-34,-41,-57,-43,-60,-18,-54,-52,-73,-51,-59,-67,-55,-51,15
-50,-51,-57,-49,-47,-35,-41,-57,-42,-60,-19,-54,-52,-73,-51,-59,-70,-55,-51,15
-48,-56,-62,-49,-45,-34,-46,-56,-42,-60,-21,-46,-52,-73,-51,-59,-70,-53,-51,15
-48,-50,-62,-43,-46,-35,-42,-55,-41,-60,-26,-45,-53,NaN,-50,-57,-70,-56,-50,15
-50,-50,-62,-43,-46,-36,-45,-61,-42,-60,-26,-47,-52,NaN,-54,-59,-65,-52,-51,15
-52,-56,-62,-48,-46,-35,-43,-59,-41,-60,-21,-47,-55,NaN,-51,-58,-65,-53,-50,15
-52,-56,-55,-41,-46,-34,-43,-56,-42,-63,-21,-53,-55,NaN,-49,-59,-64,-51,-52,15
-52,-48,-56,-42,-45,-35,-43,-59,-43,-63,-26,-45,-52,-73,-49,-59,-64,-56,-50,15
-52,-51,-54,-40,-46,-35,-42,-58,-41,-63,-25,-45,-52,-73,-50,-59,-64,-53,-50,15
-52,-49,-55,-41,-45,-35,-42,-58,-43,-62,-21,-45,-50,-73,-49,-60,-64,-53,-50,15
-53,-55,-60,-49,-45,-35,-42,-58,-43,-62,-21,-45,-50,-73,-49,-60,-64,-53,-50,15
-52,-50,-56,-42,-46,-36,-42,-54,-43,-62,-26,-45,-49,-73,-48,-60,-65,-52,-50,15
-52,-55,-55,-43,-45,-36,-42,-59,-41,-60,-26,-46,-52,-73,-52,-60,-64,-56,-51,15
-51,-50,-54,-41,-44,-35,-43,-59,-42,-61,-26,-45,-51,-73,-51,-59,-69,-56,-53,15
-50,-51,-56,-43,-47,-36,-42,-58,-42,-64,-20,-46,-51,NaN,-51,-59,-69,-53,-51,15
-51,-53,-60,-40,-46,-37,-42,-55,-42,-64,-34,-45,-52,NaN,-49,-57,-69,-54,-51,15
-52,-52,-62,-41,-46,-36,-42,-57,-41,-64,-22,-46,-52,NaN,-49,-55,-65,-52,-51,15
-51,-52,-60,-42,-44,-23,-42,-58,-43,-62,-35,-54,-51,NaN,-52,-58,-64,-53,-52,15
-53,-49,-58,-42,-45,-34,-42,-58,-42,-59,-26,-46,-52,-74,-50,-56,-64,-59,-52,15
-52,-55,-59,-41,-43,-34,-41,-57,-43,-59,-19,-46,-52,-79,-51,-56,-64,-51,-51,15
-53,-50,-56,-42,-43,-36,-42,-56,-42,-59,-26,-54,-52,-79,-52,-58,-64,-51,-52,15
-52,-51,-54,-42,-46,-36,-43,-60,-47,-59,-26,-47,-54,-79,-52,-57,NaN,-54,-51,15
-53,-51,-57,-41,-46,-36,-42,-59,-46,-59,-26,-44,-54,-74,-51,-57,NaN,-55,-51,15
-52,-51,-56,-42,-49,-35,-43,-58,-41,-59,-19,-46,-53,-74,-54,-57,NaN,-53,-51,15
-52,-50,-56,-42,-50,-26,-43,-56,-41,-59,-26,-55,-53,-74,-51,-58,-66,-54,-53,15
-52,-51,-57,-41,-45,-34,-42,-58,-43,-60,-21,-45,-53,-74,-52,-58,-64,-57,-51,15
-54,-50,-56,-42,-46,-34,-43,-58,-43,-63,-26,-45,-55,NaN,-51,-58,-66,-60,-59,15
-52,-56,-57,-42,-44,-34,-42,-57,-46,-63,-26,-46,-54,NaN,-50,-57,-66,-54,-51,15
-56,-56,-63,-42,-44,-34,-42,-57,-46,-63,-26,-46,-54,NaN,-50,-57,-66,-54,-51,15
-51,-51,-54,-42,-43,-35,-43,-58,-43,-65,-21,-46,-54,-79,-51,-58,-65,-54,-51,15
-52,-51,-57,-42,-44,-35,-42,-57,-43,-62,-26,-45,-52,-74,-50,-58,-65,-55,-51,15
-52,-51,-56,-42,-46,-43,-42,-55,-42,-61,-26,-45,-52,-74,-50,-57,-65,-54,-51,15
-53,-50,-56,-47,-46,-34,-42,-58,-42,-61,-20,-54,-50,-74,-51,-59,-65,-57,-51,15
-53,-51,-56,-41,-46,-34,-42,-57,-42,-63,-26,-54,-50,-75,-51,-57,-65,-55,-51,15
-52,-50,-54,-42,-48,-36,-42,-58,-43,-60,-26,-45,-50,-75,-50,-57,-67,-54,-51,15
-51,-50,-54,-41,-46,-35,-41,-59,-43,-60,-25,-46,-52,-75,-52,-57,-67,-54,-51,15
-54,-50,-54,-50,-45,-34,-43,-56,-43,-62,-27,-46,-55,-75,-50,-58,-65,-54,-51,15
-52,-50,-54,-49,-46,-35,-39,-58,-42,-62,-36,-45,-51,-75,-50,-58,-65,-54,-51,15
-54,-50,-54,-49,-45,-43,-42,-58,-42,-63,-26,-47,-51,NaN,-51,-60,-66,-54,-51,15
-54,-50,NaN,-42,-46,-35,-43,-58,-42,-60,-26,-45,-52,NaN,-50,-56,-66,-54,-51,15
-53,-50,-61,-43,-46,-42,-42,-58,-43,-62,-20,-45,-50,NaN,-49,-56,-66,-53,-52,15
-54,-58,-61,-42,-43,-42,-42,-58,-45,-62,-26,-43,-54,NaN,-49,-56,-66,-57,-52,15
-54,-58,-61,-42,-44,-35,-42,-59,-42,-61,-26,-46,-54,NaN,-50,-56,NaN,-57,-51,15
-54,-58,-61,-41,-45,-34,-42,-57,-42,-62,-21,-46,-53,NaN,-48,-62,NaN,-53,-51,15
-55,-50,NaN,-42,-43,-34,-42,-57,-42,-62,-20,-46,-52,NaN,-49,-62,NaN,-53,-52,15
-53,-50,-57,-42,-45,-35,-45,-57,-41,-62,-26,-46,-53,-75,-49,-59,NaN,-55,-51,15
-54,-55,-62,-48,-45,-35,-45,-57,-41,-62,-26,-46,-53,-75,-49,-59,NaN,-55,-51,15
-54,-55,-62,-41,-44,-35,-43,-59,-42,-60,-26,-54,-53,-75,-51,-57,-63,-51,-58,15
-53,-55,-62,-42,-44,-34,-42,-56,-42,-64,-26,-46,-52,-75,-52,-57,-63,-52,-50,15
-53,-58,-62,-42,-47,-34,-42,-56,-43,-64,-26,-45,-52,-75,-51,-58,-66,-50,-51,15
-49,-50,-63,-47,-49,-35,-43,-56,-42,-60,-26,-47,-56,NaN,-46,-58,-66,-53,-59,15
-55,-50,-63,-41,-47,-34,-43,-57,-41,-60,-36,-47,-51,NaN,-47,-56,-65,-62,-52,15
-51,-58,-63,-49,-45,-34,-43,-58,-40,-59,-25,-45,-50,NaN,-56,-59,-65,-62,-51,15
-52,-58,-63,-42,-45,-35,-42,-58,-42,-59,-26,-45,-50,NaN,-50,-59,-65,-62,-51,15
-53,-58,-62,-42,-46,-34,-42,-59,-43,-63,-26,-53,-50,NaN,-51,-57,-65,-62,-51,15
-53,-50,-62,-40,-46,-34,-42,-59,-43,-63,-26,-52,-50,NaN,-55,-56,NaN,-54,-51,15
-53,-51,-56,-41,-46,-34,-43,-56,-46,-64,-25,-46,-54,-79,-53,-57,-66,-54,-51,15
-53,-50,-58,-41,-45,-35,-43,-58,-42,-65,-21,-46,-50,-79,-53,-56,-64,-55,-51,15
-53,-50,-56,-47,-46,-35,-43,-58,-42,-60,-20,-45,-49,-74,-57,-57,-65,-51,-51,15
-53,-52,-55,-40,-46,-34,-41,-58,-47,-64,-21,-45,-55,-74,-54,-57,-65,-54,-58,15
-53,-50,-57,-47,-45,-36,-42,-58,-42,-64,-26,-46,-50,-74,-54,-56,-65,-54,-51,15
-52,-49,-55,-41,-45,-35,-41,-55,-41,-64,-19,-52,-50,-74,-51,-57,-65,-52,-51,15
-54,-49,-57,-41,-50,-35,-42,-58,-42,-64,-20,-46,-49,-76,-52,-57,-65,-53,-58,15
-52,-50,-56,-42,-46,-34,-42,-57,-42,-64,-26,-46,-54,-76,-54,-54,-63,-55,-51,15
-54,-55,-62,-49,-46,-34,-42,-57,-42,-64,-26,-46,-54,-76,-54,-54,-63,-55,-51,15
-52,-50,-57,-41,-46,-35,-42,-60,-42,-62,-21,-54,-50,-76,-64,-55,-63,-54,-52,15
-51,-51,-57,-41,-46,-34,-46,-59,-41,-63,-25,-54,-56,-76,-56,-56,-65,-53,-55,15
-52,-51,-57,-42,-46,-34,-42,-58,-41,-62,-26,-45,-56,NaN,-52,-57,-65,-53,-52,15
-52,-49,-57,-41,-45,-34,-45,-59,-42,-62,-26,-45,-50,NaN,-51,-54,-65,-53,-51,15
-51,-49,-56,-48,-50,-34,-45,-58,-41,-62,-26,-45,-54,NaN,-53,-57,-65,-55,-51,15
-53,-50,-57,-42,-46,-35,-45,-58,-42,-62,-26,-45,-49,NaN,-50,-56,NaN,-54,-52,15
-53,-55,-57,-43,-45,-35,-42,-56,-42,-62,-26,-47,-51,NaN,-61,-56,-63,-55,-52,15
-52,-49,-57,-41,-49,-36,-42,-58,-42,-62,-26,-44,-52,NaN,-55,-56,-63,-57,-51,15
-49,-47,-70,-54,-46,-45,-46,-68,-52,-61,-21,-53,-45,-72,-45,-53,-64,-53,-51,16
-53,-46,-65,-40,-55,-43,-45,-61,-55,-53,-15,-48,-46,-72,-41,-58,-64,-50,-59,16
-52,-48,-64,-48,-55,-46,-45,-61,-58,-53,-18,-54,-49,-71,-40,-55,-64,-49,-59,16
-48,-50,-72,-45,-55,-42,-45,-59,-54,-63,-27,-54,-49,-74,-38,-53,-65,-48,-55,16
-46,-50,-67,-41,-47,-42,-53,-54,-57,-62,-27,-51,-44,-74,-40,-54,-65,-49,-55,16
-49,-50,-69,-44,-48,-42,-41,-59,-54,-54,-20,-54,-44,-78,-41,-55,-65,-55,-66,16
-47,-50,-67,-44,-52,-50,-40,-58,-55,-54,-25,-54,-44,-72,-40,-55,-65,-48,-56,16
-51,-49,-67,-43,-49,-46,-47,-57,-54,-51,-21,-54,-43,-72,-40,-54,NaN,-51,-57,16
-49,-49,-67,-43,-52,-43,-42,-57,-54,-51,-24,-54,-45,-69,-40,-57,-67,-49,-56,16
-49,-49,-64,-43,-52,-45,-42,-57,-54,-51,-19,NaN,-45,-69,-40,-54,-67,-51,-56,16
-51,-49,-64,-43,-52,-45,-42,-57,-54,-51,-19,NaN,-45,-69,-40,-54,-67,-51,-56,16
-48,-50,-66,-43,-48,-48,-42,-60,-53,-53,-25,-53,-45,-69,-41,-53,-67,-47,-57,16
-48,-48,-70,-48,-52,-44,-42,-56,-54,-53,-24,-54,-45,-73,-40,-54,-67,-48,-56,16
-47,-48,-67,-48,-51,-42,-42,-59,-53,-60,-25,-54,-45,-69,-40,-54,NaN,-50,-56,16
-48,-50,-67,-43,-51,-45,-43,-58,-53,-60,-20,-53,-48,-69,-47,-51,NaN,-48,-56,16
-49,-50,-65,-43,-49,-42,-43,-58,-53,-60,-20,-53,-49,-69,-40,-53,NaN,-48,-57,16
-48,-50,-66,-48,-57,-44,-50,-58,-54,-60,-20,-53,-45,-69,-40,-58,NaN,-47,-56,16
-50,-49,-67,-43,-49,-44,-42,-57,-54,NaN,-20,-54,-45,-69,-41,-54,NaN,-51,-58,16
-48,-51,-66,-42,-48,-45,-38,-56,-55,NaN,-21,-53,-45,-69,-40,-53,NaN,-47,-57,16
-49,-49,-66,-43,-49,-45,-44,-59,-54,-53,-25,-53,-45,-69,-40,-53,NaN,-48,-56,16
-46,-54,-66,-43,-49,-45,-42,-59,-54,-53,-19,-53,-46,-69,-40,-53,-65,-48,-57,16
-48,-50,-66,-43,-47,-49,-41,-57,-55,-52,-26,-53,-46,NaN,-41,-54,-64,-46,-59,16
-48,-48,-67,-43,-51,-44,-42,-60,-54,-54,-20,NaN,-45,-76,-40,-53,-64,-47,-56,16
-50,-50,-65,-45,-50,-44,-42,-58,-55,-53,-20,-91,-44,-76,-40,-53,-64,-48,-56,16
-52,-51,-67,-44,-47,-43,-41,-59,-53,-53,-25,-91,-49,-71,-39,-53,-65,-52,-56,16
-50,-50,-66,-44,-48,-44,-44,-57,-53,-53,-24,-91,-49,-71,-47,-54,-65,-51,-66,16
-52,-50,-69,-43,-50,-44,-51,-57,-54,-53,-84,-55,-49,-71,-38,-54,-65,-48,-55,16
-51,-51,-67,-48,-49,-45,-53,-58,-54,NaN,-20,-51,-49,-71,-44,-53,-65,-48,-54,16
-52,-57,-73,-48,-49,-45,-53,-58,-54,NaN,-20,-51,-49,-71,-44,-53,-65,-48,-54,16
-50,-51,-67,-42,-49,-45,-51,-56,-57,NaN,-25,-52,-49,-72,-46,-54,-66,-45,-57,16
-51,-50,-67,-44,-57,-45,-42,-59,-55,-53,-25,-52,-49,-72,-48,-55,-66,-47,-55,16
-49,-50,-68,-42,-49,-44,-44,-58,-54,-51,-20,-52,-50,-72,-40,-52,-65,-49,-56,16
-50,-50,-69,-43,-50,-44,-46,-58,-50,-62,-21,-52,-52,-72,-47,-53,-65,-49,-56,16
-50,-50,-68,-43,-49,-44,-42,-58,-54,-53,-20,-54,-54,-71,-40,-53,-64,-51,-56,16
-51,-50,-66,-43,-50,-44,-42,-58,-53,-53,-20,-53,-50,-72,-40,-54,-64,-55,-56,16
-51,-54,-67,-43,-50,-49,-42,-58,-54,-55,-19,-53,-50,-72,-40,-54,-67,-48,-56,16
-51,-49,-68,-43,-48,-44,-43,-55,-53,-55,-19,-52,-49,-72,-40,-54,-65,-48,-57,16
-52,-49,-68,-43,-50,-45,-43,-58,-59,-55,-19,-52,-48,-70,-41,-54,-67,-48,-57,16
-51,-50,-67,-44,-57,-45,-43,-59,-54,-54,-21,-56,-49,-71,-40,-55,-67,-48,-57,16
-51,-49,-68,-43,-57,-43,-44,-58,-54,-54,-24,-56,-50,-72,-40,-54,-66,-48,-58,16
-49,-50,-67,-43,-52,-49,-42,-58,-55,-53,-25,-56,-50,-71,-40,-55,-65,-46,-56,16
-51,-50,-67,-43,-50,-44,-42,-58,-53,-53,-25,-52,-52,-69,-40,-54,-67,-49,-57,16
-50,-50,-66,-48,-51,-44,-42,-57,-54,-52,-19,-52,-50,-69,-40,-55,-67,-48,-56,16
-50,-49,-68,-43,-50,-44,-43,-59,-54,-53,-25,-52,-50,-71,-40,-54,-67,-48,-56,16
-50,-50,-68,-48,-50,-43,-40,-58,-56,-53,-36,-53,-50,-71,-40,-55,-67,-51,-57,16
-52,-49,-68,-48,-57,-45,-43,-58,-55,-63,-20,-55,-52,-71,-40,-56,NaN,-51,-57,16
-51,-49,-68,-48,-57,-45,-43,-58,-55,-63,-20,-55,-52,-71,-40,-56,NaN,-51,-57,16
-51,-50,-68,-43,-50,-45,-42,-59,-53,-63,-25,-56,-54,-71,-41,-55,NaN,-46,-57,16
-51,-50,NaN,-49,-51,-45,-42,-58,-54,-54,-18,-53,-49,NaN,-40,-53,NaN,-51,-58,16
-50,-51,NaN,-48,-50,-43,-42,-58,-57,-53,-19,-53,-49,NaN,-46,-55,NaN,-47,-58,16
-51,-53,NaN,-43,-50,-43,-41,-58,-54,-62,-18,-53,-51,NaN,-41,-54,NaN,-49,-58,16
-50,-50,NaN,-44,-50,-51,-43,-59,-55,-62,-26,-53,-54,NaN,-41,-53,NaN,-48,-58,16
-49,-49,NaN,-42,-49,-51,-46,-57,-53,-53,-20,-49,-50,NaN,-39,-55,NaN,-50,-56,16
-50,-51,NaN,-43,-50,-51,-42,-57,-54,-53,-20,-52,-50,NaN,-41,-54,NaN,-50,-56,16
-51,-49,-70,-43,-60,-46,-43,-57,-54,-62,-20,-55,-53,NaN,-40,-55,NaN,-46,-56,16
-51,-51,-70,-48,-60,-45,-44,-60,-54,-54,-20,-52,-53,NaN,-40,-55,-65,-49,-56,16
-52,-51,-63,-43,-51,-45,-42,-56,-55,-53,-25,-52,-52,NaN,-42,-54,-65,-48,-57,16
-50,-50,-63,-48,-58,-43,-38,-58,-55,-56,-25,-52,-52,NaN,-40,-54,-65,-48,-57,16
-50,-50,-63,-42,-50,-44,-41,-58,-55,-54,-36,-52,-49,-72,-40,-55,-68,-49,-57,16
-52,-49,-72,-42,-51,-44,-42,-56,-54,-54,-25,-53,-52,-72,-47,-56,-68,-49,-57,16
-51,-50,-72,-43,-57,-43,-42,-56,-55,-54,-20,-53,-54,-72,-41,-56,-68,-45,-57,16
-49,-51,-72,-43,-56,-44,-42,-58,-53,-54,-25,-52,-53,-72,-40,-54,-66,-48,-57,16
-50,-51,-72,-44,-49,-45,-41,-58,-55,-54,-25,-52,-49,NaN,-40,-56,-66,-48,-56,16
-49,-50,-73,-43,-57,-43,-42,-57,-53,-63,-19,-52,-50,NaN,-41,-56,-66,-48,-56,16
-50,-58,-72,-43,-57,-43,-42,-57,-53,-63,-19,-52,-50,NaN,-41,-56,-66,-48,-56,16
-50,-51,-68,-48,-50,-46,-42,-58,-55,-54,-25,-52,-51,-70,-40,-56,-66,-49,-57,16
-51,-47,-66,-43,-50,-45,-45,-56,-54,-64,-21,-51,-53,-72,-41,-56,NaN,-49,-58,16
-50,-49,-72,-44,-50,-45,-45,-57,-53,-53,-20,-53,-51,-70,-48,-56,NaN,-51,-58,16
