06:18:d6:c2:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,18:28:61:9e:ab:5c_MMD,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,c8:d7:19:bc:98:31_,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,REF_POINT
-66,-42,-60,-53,NaN,-57,-28,-50,NaN,-54,-69,NaN,-64,-75,-64,NaN,-72,NaN,-78,16
-66,-42,-60,-53,-68,-59,-26,-50,NaN,-53,-70,NaN,-63,-76,-64,NaN,-71,-89,-77,16
-66,-42,-61,-59,NaN,-59,-26,-51,NaN,-54,-69,-78,-62,-74,-64,-71,-76,NaN,-78,16
-67,-42,-60,-57,-69,-58,-27,-51,-90,-55,-69,NaN,-62,-74,-65,-71,-72,NaN,-78,16
-66,-42,NaN,-53,NaN,-58,-27,-51,NaN,-53,-69,NaN,-63,-73,-65,-71,-70,NaN,-77,16
-66,-42,NaN,-54,-69,-59,-27,-51,NaN,-56,-68,NaN,-62,-73,-78,-71,NaN,NaN,-78,16
-66,-42,-63,-58,-70,-59,-27,-51,NaN,-53,-69,-78,NaN,NaN,NaN,-71,NaN,NaN,NaN,16
-66,-41,-63,-53,-69,-59,-27,-52,NaN,-53,NaN,-77,NaN,-72,-64,NaN,-76,NaN,NaN,16
-65,-43,-60,-53,-69,-53,-27,-52,NaN,-54,-70,-78,-62,-72,-64,-72,-76,NaN,-78,16
-66,-42,-61,-53,-73,-51,-28,-51,-86,-54,-69,-76,-61,-66,-64,-82,NaN,NaN,-78,16
-67,-44,-60,-52,-70,-57,-27,-51,NaN,-54,-69,NaN,-64,-72,-63,-72,-73,NaN,-78,16
-65,-48,-59,-58,-69,-57,-28,-51,NaN,-53,-70,-76,-64,-71,-65,-72,-74,NaN,-75,16
-65,-42,-61,-53,-69,-55,-29,-51,-85,-55,-69,-77,-64,-72,-64,-71,-73,NaN,-77,16
-67,-41,-63,-54,-70,-59,-29,-52,NaN,-56,-69,NaN,-62,NaN,-64,-71,-77,NaN,-77,16
-67,-41,-61,-53,NaN,-59,-27,-51,-86,-54,-70,NaN,NaN,-73,-64,-71,-73,NaN,-76,16
-67,-43,-60,-54,-69,-54,-28,-51,NaN,-52,-70,-79,-63,-73,-67,-71,NaN,NaN,-77,16
-67,-42,-60,-54,-68,-61,-29,-50,NaN,-55,-69,NaN,-61,-71,-65,-72,-73,NaN,-79,16
-67,-43,-59,-53,-68,-61,-32,-53,NaN,-59,-69,NaN,-62,NaN,-70,-72,-78,NaN,-76,16
-66,-41,-60,-57,-68,-61,-27,-53,NaN,-56,-65,NaN,-61,-69,-67,-71,NaN,NaN,-76,16
-68,-41,-61,-54,-68,-58,-27,-51,-86,-55,-69,NaN,-61,-70,-69,-71,-77,NaN,-77,16
-68,-42,-60,-53,-69,-59,-27,-51,NaN,-55,NaN,-79,-63,-69,-66,-72,-73,-87,-77,16
-67,-43,-60,-54,-68,-61,-28,-51,NaN,-57,-68,NaN,-60,-72,-67,NaN,-73,NaN,NaN,16
-67,-42,-62,-56,NaN,-52,-27,-51,NaN,-56,NaN,NaN,-65,-72,-68,NaN,NaN,NaN,NaN,16
-67,-42,-61,-53,NaN,-60,-27,-55,NaN,-56,NaN,-79,-64,-72,-67,NaN,-71,NaN,-78,16
-67,-42,-60,-53,-71,-62,-26,-52,NaN,-54,NaN,-74,-61,-73,-67,-73,-72,NaN,-76,16
-68,-42,-60,-57,-70,-59,-27,-50,-85,-56,-69,-75,-61,-72,-64,-70,NaN,NaN,-77,16
-68,-44,-61,-55,NaN,-60,-27,-54,NaN,-58,-69,-75,-63,-73,-65,NaN,-73,NaN,-78,16
-67,-40,-63,-58,-69,-52,-28,-53,NaN,-54,-69,-77,-64,NaN,-65,-72,NaN,NaN,NaN,16
-67,-40,-62,-53,-69,-59,-28,-52,NaN,-53,-81,-78,NaN,-71,-64,-72,NaN,NaN,NaN,16
-67,-40,-63,-54,-70,-60,-26,-53,-88,-55,NaN,-78,-68,-72,-63,-75,-72,NaN,-78,16
-66,-40,-63,-57,-70,-59,-27,-53,-87,-56,-70,-79,-64,-69,-64,-67,NaN,NaN,NaN,16
-68,-42,-60,-54,-71,-60,-28,-52,NaN,-56,NaN,-79,NaN,-71,-63,-70,NaN,NaN,NaN,16
-68,-42,-63,-57,-70,-60,-28,NaN,-86,-57,-70,-76,-66,NaN,-63,NaN,-68,NaN,NaN,16
-67,-42,-63,-57,NaN,-59,-27,-52,NaN,-62,-69,NaN,NaN,NaN,-63,-73,-73,NaN,-78,16
-67,-41,NaN,-54,-68,-52,-27,-53,NaN,-55,-69,NaN,NaN,-72,-64,NaN,NaN,NaN,-80,16
-67,-40,-64,-54,-68,-50,-27,-52,NaN,-54,NaN,NaN,-68,NaN,-64,NaN,-76,NaN,NaN,16
-68,-42,-63,-55,NaN,-60,-28,-57,-84,-56,-64,-77,-67,-72,-65,NaN,NaN,NaN,NaN,16
-69,-36,-56,-56,-70,-60,-29,-48,NaN,-54,-68,-76,-67,-69,-63,-70,-73,-81,-78,16
-67,-40,-62,-62,-73,-51,-29,-54,NaN,-56,-65,NaN,-64,-70,-64,-72,-73,NaN,-77,16
-67,-40,-64,-55,-69,-50,-28,-54,NaN,-56,-72,NaN,-73,-73,NaN,NaN,-76,NaN,-78,16
-68,-39,-62,-59,NaN,-59,-28,-55,NaN,-55,-70,NaN,-66,-75,-64,NaN,NaN,NaN,NaN,16
-68,-38,NaN,-60,NaN,-58,-28,-53,-85,-55,-69,NaN,-64,-76,NaN,NaN,-73,NaN,NaN,16
-67,-40,-65,-53,-69,-58,-28,-53,NaN,-55,NaN,NaN,-64,-75,-64,-72,-73,NaN,-76,16
-66,-41,-57,-57,NaN,-59,-27,-50,NaN,-57,-70,-74,-65,-73,-66,-68,-71,NaN,NaN,16
-63,-42,-60,-53,NaN,-50,-26,-51,-83,-56,-67,-76,-66,-73,-66,NaN,-72,-84,-75,16
-68,-40,-65,-53,-68,-49,-26,-50,-84,-57,-71,-77,-62,-74,-67,-71,NaN,-87,-78,16
-67,-40,-66,-54,NaN,-51,-27,-52,-87,-54,-70,-77,-64,-73,-65,-73,-68,NaN,-76,16
-67,-42,-66,-57,-69,-45,-28,-50,NaN,-55,-70,-79,-83,-73,-65,-72,-71,-86,NaN,16
-68,-42,-66,-54,-68,-61,-28,-51,-85,-56,-70,-76,-63,-73,-66,-72,-71,NaN,NaN,16
-66,-42,-66,-53,-69,-59,-27,-50,NaN,-55,-72,-79,-62,NaN,NaN,NaN,-72,-87,NaN,16
-65,-41,-67,-53,-71,-58,-29,-52,NaN,-60,-70,-77,-62,-73,-65,NaN,-72,-87,-77,16
-66,-43,-65,-54,NaN,-58,-49,-53,-86,-59,-72,-77,-62,-75,-65,NaN,-72,NaN,-77,16
-66,-41,-63,-57,NaN,-51,-28,-52,-87,-58,-70,NaN,-60,-74,-66,NaN,-72,NaN,-77,16
-70,-37,-48,-55,-64,-50,-31,-60,-85,-53,-60,-71,-63,-74,-69,-73,-77,NaN,-75,17
-61,-60,-51,-54,-63,-60,-30,NaN,NaN,-57,-67,-74,-67,-70,-67,-80,NaN,NaN,NaN,17
-70,-40,-50,-54,-62,-59,-29,-60,-88,-57,-65,NaN,-65,-69,-68,-79,NaN,NaN,-78,17
-69,-40,-50,-61,-63,-58,-29,-62,NaN,-57,-63,NaN,-65,-69,-67,NaN,NaN,NaN,-73,17
-70,-40,-50,-60,-63,-58,-29,-63,NaN,-56,-60,-75,NaN,-70,-68,-79,-82,NaN,-74,17
-59,-40,-50,-61,-62,-58,-30,-62,NaN,-52,NaN,-71,-65,-69,-66,-79,NaN,NaN,NaN,17
-70,-40,-50,-61,-62,-58,-29,-63,-88,-53,-63,-75,-65,-69,-67,-79,-77,NaN,-73,17
-70,-40,-50,-54,-63,-58,-29,-63,NaN,-54,-63,-75,-65,-69,-68,-78,-77,NaN,-72,17
-65,-40,-51,-61,-64,-50,-28,-62,NaN,-53,-63,-75,-65,-69,-65,NaN,-77,NaN,NaN,17
-70,-40,-51,-54,-62,-59,-30,-62,NaN,-53,-63,NaN,-65,NaN,-67,NaN,-77,NaN,-73,17
-70,-40,-50,-54,-62,-58,-29,-62,-88,-53,-63,-75,-65,-69,-67,NaN,NaN,NaN,-77,17
-70,-40,-50,-55,-63,-59,-29,-63,NaN,-54,-63,-74,-68,-69,-67,-80,-77,NaN,-72,17
-64,-40,-51,-61,NaN,-49,-29,-59,NaN,-52,-63,NaN,-66,NaN,-67,-81,-77,NaN,-73,17
-70,-41,-50,-57,-63,-58,-29,-64,NaN,-55,-63,-74,NaN,-69,-70,NaN,NaN,NaN,-74,17
-70,-40,-50,NaN,NaN,-58,NaN,-64,NaN,-55,-63,NaN,-67,-69,-65,NaN,-82,NaN,NaN,17
-70,-40,-49,-54,-63,-58,NaN,-64,NaN,-53,NaN,-76,NaN,NaN,-67,NaN,NaN,NaN,-73,17
-70,-40,-51,-53,-63,-58,-29,-63,-89,-54,-64,-74,NaN,-70,-67,-79,NaN,-89,-77,17
-70,-40,-50,-53,-63,-58,-29,-64,NaN,-52,-62,-75,-64,-69,-68,-78,-82,NaN,-77,17
-69,-40,-50,-54,-63,-51,-29,-64,NaN,-56,-63,-76,-65,-67,-67,-78,-81,-87,-73,17
-70,-41,-51,-60,-63,-50,-30,-63,-86,-53,-58,NaN,-65,-69,-67,NaN,NaN,NaN,-73,17
-63,-40,-50,-54,-63,-58,-30,-63,NaN,-56,-63,NaN,-65,-71,-67,-78,NaN,NaN,-74,17
-70,-41,-50,-60,-63,-46,-30,-59,NaN,-56,NaN,-74,-63,-76,-68,-78,NaN,NaN,NaN,17
-69,-68,-51,-54,-63,-58,-46,-62,-87,-55,-63,-74,-62,NaN,-67,-78,-77,NaN,-73,17
-69,-41,-51,-54,-63,-46,-30,NaN,NaN,-53,NaN,-74,-64,-69,-68,NaN,NaN,NaN,-71,17
-70,-42,-50,-54,-63,-58,-30,-61,-87,-56,-63,-75,-64,-70,-70,-79,NaN,NaN,-72,17
-70,-40,-50,-54,-63,-58,-29,-63,NaN,-53,-62,NaN,-65,-70,-68,-80,-77,NaN,-72,17
-69,-41,-50,-54,-63,-50,-29,-61,-90,-52,-63,-74,-62,-70,-68,-78,-77,NaN,-73,17
-69,-41,-50,-54,-63,-50,-29,-61,NaN,-54,-65,NaN,-64,-69,-67,-78,-77,NaN,NaN,17
-70,-40,-51,-60,-63,-50,-30,-61,NaN,-52,NaN,-75,-63,-70,-67,-79,NaN,NaN,-73,17
-70,-41,-50,-54,-63,NaN,-29,-58,-85,-53,-63,-74,-64,NaN,-68,NaN,-80,NaN,-72,17
-70,-40,-51,-60,-63,-49,-29,-62,NaN,-56,-63,NaN,NaN,NaN,-67,-79,-81,NaN,-72,17
-70,-41,-50,-54,-63,-58,-29,-62,NaN,-54,-62,NaN,-67,NaN,-67,NaN,NaN,NaN,-73,17
-70,-40,-51,-54,NaN,-58,-30,-62,-88,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73,17
-70,-40,-51,-60,NaN,-58,-33,-62,NaN,-53,-62,NaN,-65,NaN,-67,NaN,NaN,NaN,NaN,17
-70,-40,-51,-54,-63,-57,-29,-61,NaN,-54,-61,-76,-66,-70,-67,-78,-81,NaN,-73,17
-65,-41,-51,-57,-62,-46,-29,-62,-85,-53,-63,-75,-63,-70,-67,-78,-82,NaN,-73,17
-70,-40,-50,-60,-63,-58,-29,-62,-86,-58,-61,NaN,-66,-71,-67,-78,NaN,NaN,-73,17
-70,-40,-50,-54,NaN,-58,-29,-62,NaN,-53,-60,-75,-66,NaN,-73,NaN,NaN,NaN,NaN,17
-70,NaN,-50,-54,-63,-58,-29,-59,-86,-53,-62,NaN,-67,-70,-67,-78,NaN,NaN,-77,17
-70,-41,-51,-54,-62,-58,-29,-62,NaN,-52,NaN,-75,-68,NaN,-67,-79,NaN,NaN,NaN,17
-70,-41,-50,-60,-63,-58,-30,-63,-85,-52,NaN,-74,-66,-70,-67,-78,NaN,NaN,-73,17
-70,-40,-50,-62,-62,-58,-29,-62,NaN,-56,-66,-75,-65,NaN,-67,-78,NaN,NaN,NaN,17
-70,-40,-50,-60,-63,-51,-30,-60,-84,-53,-62,-75,-64,-70,-67,-78,NaN,NaN,-73,17
-70,-40,-51,-54,-62,-57,-29,-61,-86,-53,-63,-75,-65,-70,-68,-78,NaN,NaN,-73,17
-69,-40,-48,-54,-63,-57,-30,-62,NaN,-53,-62,-75,-66,NaN,-81,-78,NaN,NaN,NaN,17
-70,-40,-50,-54,-63,-57,-30,-57,NaN,-54,-62,-75,-64,NaN,-67,-79,NaN,NaN,NaN,17
-70,-40,-51,-61,NaN,-57,-29,-59,-88,-56,-63,-73,-62,NaN,-67,NaN,-82,NaN,NaN,17
-70,-40,-50,-62,-64,-58,-30,-61,NaN,-57,-63,-75,NaN,NaN,-67,-78,-82,-89,-73,17
-70,-40,-51,-54,-62,-51,-29,-62,-81,-55,-63,-74,NaN,-69,-66,NaN,-81,NaN,NaN,17
-70,-40,-51,-54,NaN,-51,-30,-61,NaN,-55,-62,NaN,-63,-69,-67,NaN,NaN,NaN,-73,17
-70,-40,-51,-54,NaN,NaN,-29,-60,NaN,-55,-63,NaN,NaN,NaN,-68,NaN,-83,NaN,-73,17
-70,-40,-51,-53,-63,-58,-28,-61,NaN,-55,-66,NaN,-64,NaN,-67,NaN,NaN,NaN,NaN,17
-70,-40,-50,-54,-63,-51,-29,-61,NaN,-53,-59,-74,-63,-69,-67,NaN,NaN,NaN,NaN,17
-70,-40,-50,-54,-63,-58,-30,-62,-70,-52,-63,-74,-63,-69,-67,-78,NaN,NaN,-76,17
-70,-40,-51,-61,-63,-58,-30,-60,-84,-55,-65,-74,-63,-69,-66,-79,-82,NaN,-72,17
-61,-40,-50,-61,-63,-50,-30,-59,NaN,-52,-59,-75,-63,-70,-67,-79,NaN,NaN,-73,17
-70,-40,-50,-54,-62,-57,-29,-59,-86,-53,-63,NaN,-63,-70,NaN,NaN,NaN,NaN,NaN,17
-70,-40,-50,-54,-62,-58,-29,-60,NaN,-53,-63,NaN,-63,-70,-67,-79,NaN,NaN,-73,17
-70,-40,-51,-62,-63,-58,-29,-67,-85,-53,NaN,-74,-63,-69,-68,NaN,NaN,NaN,NaN,17
-70,-40,-50,-59,-58,-57,-30,-58,-84,-55,NaN,-74,-63,-70,-67,-76,-84,NaN,-73,17
-70,-40,-51,-54,-63,-58,-30,-60,NaN,-52,-63,NaN,-64,-69,-67,-80,NaN,NaN,-73,17
-70,-40,-50,-54,-63,NaN,-29,-61,NaN,-52,-62,NaN,-62,-70,-67,-79,-77,NaN,-73,17
-70,-40,-51,-54,-63,NaN,-29,-60,-83,-53,-62,-75,-63,-70,-67,NaN,NaN,-88,-77,17
-70,-40,-48,-55,-62,-58,-29,-59,-83,-54,NaN,-74,-64,-69,-67,-79,-78,-90,NaN,17
-70,-40,-51,-61,NaN,-49,-29,-58,NaN,-57,-63,-74,-64,-69,-67,-79,-77,-87,-73,17
-70,-40,-50,-54,-62,-52,-30,-62,NaN,-53,-62,-74,NaN,-69,-67,-80,NaN,NaN,-74,17
-70,-40,-51,-61,-63,-57,-30,-60,-87,-52,-63,-75,-64,NaN,-67,NaN,NaN,NaN,NaN,17
-70,-40,-50,NaN,-59,-58,-30,-61,NaN,-55,-63,NaN,-64,-69,NaN,NaN,NaN,NaN,NaN,17
-70,-67,-51,-54,-63,-58,-29,-63,NaN,-52,-61,NaN,-63,-69,-64,NaN,NaN,NaN,-73,17
-70,-40,-50,-54,NaN,-49,-29,-62,NaN,-57,-62,NaN,-64,NaN,-69,NaN,NaN,NaN,NaN,17
-70,-40,-51,-61,-62,-57,-30,-62,NaN,-55,-63,NaN,-65,-69,-67,-80,-82,-88,-73,17
-70,-40,-51,-62,-63,-57,-29,-60,NaN,-53,-63,-75,-63,-70,-67,-81,NaN,NaN,-73,17
-70,-40,-50,-61,-62,-58,-30,-61,NaN,-53,-61,NaN,-63,-70,-67,-78,-82,NaN,-73,17
-69,NaN,-50,-63,-63,-60,-30,-59,-86,-56,-63,NaN,-66,-70,-66,-78,NaN,NaN,-73,17
-68,-43,-50,-53,-63,-57,-30,-57,NaN,-56,NaN,NaN,-61,-67,-71,NaN,NaN,NaN,-75,17
-71,-42,-54,-56,-65,-53,-28,-61,NaN,-56,NaN,NaN,-63,-68,-67,-76,NaN,NaN,NaN,17
-68,-38,-50,-64,-65,-53,-29,-56,-88,-52,NaN,-76,-64,-68,NaN,-79,NaN,NaN,-76,17
-69,-41,-51,-54,-63,-60,-28,-55,-89,-54,NaN,-76,-63,-69,-70,-81,-80,NaN,-72,17
-68,-38,-50,-56,-62,-60,-29,-54,NaN,-54,-62,NaN,-61,-68,-70,-77,-77,NaN,-73,17
-67,-37,-49,-56,-63,-60,-29,-54,NaN,-57,-62,-75,-62,-68,-66,-75,NaN,NaN,NaN,17
-67,-47,-56,-60,-76,-67,-24,-50,-89,-53,-71,-76,-64,-68,-61,-69,-75,NaN,-81,18
-68,-43,-51,-60,-75,-68,-22,-48,-81,-54,-68,-76,-60,-66,-65,-68,NaN,-81,NaN,18
-67,-43,-53,-60,-76,-61,-22,-52,-81,-56,-71,-75,-62,-67,-62,-69,-72,NaN,NaN,18
-67,-42,-54,-59,-73,-61,-22,-52,NaN,-53,-69,NaN,-62,-68,-63,-68,-72,-83,NaN,18
-60,-43,-52,-64,NaN,-61,-22,-51,-81,-54,-68,-75,-61,NaN,-62,-68,-73,NaN,NaN,18
-67,-45,-53,-60,-73,-63,-21,-51,-81,-54,-67,-75,-62,-66,-63,-68,-72,-81,-78,18
-68,-43,-53,-62,NaN,-61,-22,-51,-82,-53,-68,NaN,-63,-68,-62,NaN,-71,NaN,-78,18
-68,-43,-54,-61,NaN,NaN,-22,-51,-81,-55,-68,-75,-68,-67,-63,NaN,-72,NaN,-79,18
-67,-45,NaN,-62,NaN,NaN,-47,-52,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,-77,NaN,NaN,18
-67,-46,-53,-60,-74,-58,-21,-53,-81,-54,NaN,NaN,-62,-67,-62,-67,NaN,-81,-79,18
-67,-47,-53,-63,NaN,-61,-21,-50,-81,-54,-68,NaN,-60,-67,-62,-72,-73,-81,-78,18
-67,-47,-52,-67,-77,-62,-57,-51,NaN,-54,-67,NaN,-61,-67,-62,-68,-72,-81,-78,18
-67,-68,-53,-63,NaN,-62,-22,-52,-81,-55,-67,NaN,-62,-66,-62,-68,-72,NaN,NaN,18
-67,-46,-52,-63,-77,-62,-22,-52,-81,-54,-67,NaN,-61,-66,-62,-70,-72,NaN,-77,18
-68,-46,-52,-62,NaN,-60,-22,-52,-81,-54,-67,-80,-62,-66,-64,-69,NaN,NaN,-78,18
-68,-47,-52,-62,NaN,-61,-22,-52,NaN,-54,-69,-77,-62,-66,-65,-69,-72,NaN,-79,18
-67,-47,-52,-62,-76,-63,-22,-51,-82,-54,-67,NaN,-62,-67,-62,-68,-72,NaN,-77,18
-60,-44,-53,-62,-79,-68,-22,-52,-82,-54,-67,-78,-65,-66,-67,-68,NaN,NaN,-77,18
-68,-46,-52,-64,-77,-61,-22,-50,-81,-53,-68,-73,-65,-67,-63,-73,-73,-79,-79,18
-67,-46,-53,-63,-75,-61,-22,-51,-82,-55,-68,-79,-63,-73,-61,-68,NaN,NaN,-77,18
-67,-46,-52,-63,-76,-61,-22,-50,-83,-54,-69,-79,-63,-67,NaN,-68,-72,NaN,-78,18
-67,-46,-52,-63,-74,-61,-22,-51,-82,-52,-68,-77,-64,-68,-62,-72,NaN,-81,NaN,18
-67,-47,-52,-61,-77,-61,-22,-51,NaN,-56,-68,-79,-64,NaN,-62,-68,-72,-82,-79,18
-68,-46,-52,-66,-78,-62,-22,-51,-82,-53,-68,-79,-66,NaN,-62,-68,-72,-81,-78,18
-68,-46,-52,NaN,NaN,-61,-22,-51,NaN,-55,NaN,NaN,-63,NaN,-65,-68,-72,NaN,-77,18
-68,-47,-52,-62,NaN,-61,-22,-51,-81,-55,NaN,NaN,NaN,-68,-62,NaN,NaN,NaN,NaN,18
-68,-46,-52,NaN,NaN,-61,-22,-51,-82,-55,-68,NaN,NaN,NaN,-65,NaN,-72,NaN,-78,18
-68,-48,-52,-63,-75,-61,-22,-51,NaN,-53,-68,NaN,-64,-67,-62,-69,NaN,-81,-78,18
-68,-46,-52,-62,-74,-61,-67,-51,NaN,-55,-67,-79,-63,-67,-62,-68,-72,-81,-78,18
-67,-46,-52,-63,-74,-61,-22,-50,-81,-55,-68,-78,-64,-67,-62,-68,-72,NaN,-78,18
-68,-47,-52,-62,NaN,NaN,-22,-51,NaN,-53,-68,NaN,-65,-68,-64,NaN,NaN,NaN,-78,18
-67,-46,-52,-62,NaN,-61,-22,-51,-80,-55,-68,NaN,-64,-65,-61,-68,-73,NaN,NaN,18
-67,-72,-52,-63,-74,-61,-22,-51,-80,-53,-70,-77,-64,-67,-62,-68,-72,NaN,NaN,18
-68,-46,-53,-62,-75,-58,-22,-51,NaN,-54,-68,NaN,-64,-68,-62,-69,-72,-81,-78,18
-68,-46,-51,-63,-76,-61,-22,-52,-81,-53,NaN,-79,-64,-68,-62,-68,-72,NaN,NaN,18
-68,-46,-52,-62,-74,-57,-22,-50,-81,-53,-69,-78,-63,-68,-62,-68,-73,-81,-78,18
-68,-47,-52,-64,-76,-61,-22,-50,-81,-53,-68,-77,-64,-68,-62,-68,-72,-80,-78,18
-68,-47,-52,-62,NaN,-60,-22,-51,-81,-53,-68,-77,-65,NaN,-62,-68,-72,NaN,-78,18
-62,-46,-52,-62,-74,-61,-22,-50,NaN,-54,-68,-79,-65,NaN,-62,-68,-73,NaN,-77,18
-67,-47,-52,-62,NaN,-61,-22,-51,NaN,-55,NaN,-78,-65,-68,-62,-68,NaN,NaN,-78,18
-68,-47,-52,-63,-74,NaN,-22,-53,NaN,-55,NaN,-78,-65,NaN,-66,-69,NaN,-81,NaN,18
-68,-62,-52,-62,NaN,-57,-21,-51,-81,-55,-68,-78,NaN,NaN,-61,-68,-72,-82,-78,18
-68,-46,NaN,NaN,NaN,-57,-22,-51,-81,-52,-68,NaN,NaN,-68,-64,-68,-73,NaN,NaN,18
-68,-46,-52,-61,NaN,-61,-22,-51,-82,-55,-69,NaN,NaN,NaN,-63,-67,NaN,NaN,-77,18
-68,-47,-52,NaN,NaN,-61,-21,-51,-81,-56,-68,NaN,NaN,NaN,-62,-67,-80,NaN,-77,18
-68,-46,-52,-61,-74,-58,-22,-51,-82,-53,-68,-77,-65,-68,-62,-68,-81,NaN,-78,18
-67,-54,-52,-61,-74,-61,-22,-44,NaN,-53,-68,-77,-68,NaN,-63,-69,NaN,-81,-72,18
-68,-46,-52,-61,-72,-61,-22,-50,NaN,-53,-68,-79,-62,-68,-62,-68,-80,-81,-78,18
-68,-80,-52,-61,-74,-58,-22,-50,-81,-55,-68,NaN,-64,-69,-62,-68,-73,NaN,-78,18
-68,-45,-52,-61,NaN,-61,-22,-51,-82,-54,-68,NaN,-64,NaN,-62,-68,-73,-81,NaN,18
-68,-47,-52,-61,-73,-58,-22,-51,-82,-55,-67,-78,-64,-69,-64,-68,-72,NaN,NaN,18
-68,-46,-52,-61,-73,-61,-22,-51,-82,-55,NaN,-78,-64,-69,-60,-68,-72,-81,-78,18
-68,-46,-52,-61,-73,NaN,-22,-50,NaN,-53,NaN,-78,-64,NaN,-62,NaN,-72,NaN,-78,18
-68,-52,-53,-64,-73,-61,-22,-51,-82,-52,-68,-78,-64,-68,-62,-68,-73,-81,-77,18
-68,-50,-52,-64,-72,-61,-22,-51,-79,-54,-68,-77,-64,-69,-62,-68,-71,-77,-78,18
-68,-46,-52,-62,NaN,-61,-22,-51,-82,-54,-68,-79,-63,-68,-62,-72,-72,-81,NaN,18
-68,-46,-52,-61,-73,-61,-22,-51,-81,-53,-68,NaN,-65,-69,-62,-68,-72,NaN,-78,18
-68,-47,-52,-62,-73,-58,-22,-51,-81,-54,-68,-77,-64,-68,-59,-65,-81,-81,NaN,18
-68,-47,-52,-70,-73,-61,-22,-51,-82,-53,-68,-78,-64,-70,-62,-68,-72,NaN,NaN,18
-68,-46,-52,NaN,-73,-61,-22,-50,NaN,-54,-68,-77,-63,-69,-61,NaN,-72,NaN,-78,18
-68,-48,-52,-63,NaN,-61,-22,-50,-82,-55,-68,NaN,-64,NaN,-64,-67,-72,NaN,NaN,18
-68,-46,-52,NaN,NaN,NaN,-22,-52,NaN,-55,-68,NaN,NaN,NaN,-61,NaN,-73,NaN,NaN,18
-68,-46,-52,-63,NaN,NaN,-22,-51,NaN,-55,NaN,NaN,-68,-70,-69,NaN,-72,NaN,NaN,18
-68,-47,-52,-61,-72,NaN,-22,-51,NaN,-53,-68,-77,-63,-70,-62,-68,-73,NaN,-79,18
-68,-52,-68,-61,-73,-59,-22,-50,-73,-55,-68,-77,-64,-69,-62,-72,-81,-81,-78,18
-69,-49,-54,-64,-73,-62,-22,-52,-81,-53,-69,-82,-63,-69,-62,-68,-71,-81,-79,18
-68,-48,-51,-68,NaN,-61,-21,-52,-73,-55,-68,NaN,-65,NaN,-60,-68,NaN,-79,NaN,18
-70,-48,-51,-64,-77,-60,-22,-52,-83,-55,-70,-76,-69,-71,-59,-68,-73,NaN,-79,18
-69,-47,-51,-64,NaN,-60,-21,-49,-83,-53,-72,-77,-65,-68,-58,-69,-71,NaN,-78,18
-68,-43,-54,-62,-71,-60,-22,-47,-82,-54,NaN,-76,-60,-67,-62,-67,-71,NaN,-79,18
-67,-45,-52,-65,NaN,-60,-21,-52,-82,-52,NaN,NaN,-64,-69,-63,-67,-73,NaN,NaN,18
-68,-49,-53,-71,-72,-60,-22,-51,-83,-54,-68,-76,-63,-69,-60,-66,-73,NaN,-78,18
-68,-47,-54,-72,NaN,-59,-21,-51,-82,-53,-68,-78,-64,-68,-62,-68,NaN,-82,NaN,18
-67,-46,-52,-65,-73,-59,-22,-51,NaN,-54,-68,NaN,-60,-68,-61,-68,NaN,NaN,NaN,18
-68,-43,-53,-63,-72,-61,-21,-52,-81,-53,-69,-77,-65,-68,-63,NaN,NaN,NaN,NaN,18
-68,-47,-52,-63,-73,-59,-22,-51,-81,-54,-70,-77,-65,NaN,-62,-68,-73,-81,NaN,18
-67,-45,-57,-63,-72,-57,-22,-51,NaN,-56,-68,-77,NaN,NaN,-62,-67,-72,-79,-78,18
-69,-46,-56,-63,-73,-60,-22,-56,NaN,-55,-69,NaN,-63,NaN,-62,-67,-82,NaN,-80,18
-60,-46,-57,NaN,NaN,-60,-22,-56,-64,-55,NaN,NaN,-67,NaN,NaN,-68,NaN,-80,-84,18
-68,-46,-56,NaN,NaN,-60,-22,-56,NaN,-55,-68,NaN,-64,-69,-61,-68,-74,NaN,-76,18
