04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:67:ab:cf_evarobot,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:9e:ab:5c_MMD,18:28:61:13:0d:9d_EROGLU,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-42,-52,-43,-59,-44,-47,-47,-56,-47,-46,-66,-53,-63,-53,-58,-60,NaN,NaN,-43,-70,-77,12
-42,-47,-43,-60,-44,-46,-47,-55,-47,-56,-64,NaN,NaN,-50,-58,-60,-54,-72,-43,NaN,NaN,12
-42,-47,-44,-60,-44,-47,-47,-56,-48,-45,-67,-56,-66,-55,-54,-59,-56,-74,-43,-74,-75,12
-42,-47,-45,NaN,-45,-48,-46,-56,-48,-45,-65,NaN,NaN,-55,-56,-59,-55,-76,-39,-74,NaN,12
-42,-48,-45,-59,-41,-48,-47,-57,-48,-46,-61,-58,-66,-54,-61,-58,-56,-75,-56,NaN,NaN,12
-42,-47,-44,-60,-44,-49,-47,-57,-47,-46,-69,-55,NaN,-56,-60,-59,-56,-75,-43,NaN,-73,12
-45,-46,-45,-60,-44,-47,-48,-58,-48,-45,-68,-57,NaN,-54,-58,-59,-56,NaN,-43,NaN,NaN,12
-42,-48,-45,NaN,-45,-48,-47,NaN,-43,-47,NaN,-54,NaN,-57,-59,-57,-60,NaN,-43,NaN,NaN,12
-42,-48,-44,-59,-44,-47,-48,-58,-48,-46,-66,-54,-63,NaN,-54,-59,-57,NaN,-42,NaN,NaN,12
-43,-48,-45,-60,-44,-47,-47,-58,-48,-46,NaN,-53,-66,-57,-63,-60,-57,NaN,-44,NaN,-74,12
-42,-48,-45,-61,-44,-47,-47,-58,-48,-45,-70,-48,-65,-54,-57,-82,-55,NaN,-44,NaN,NaN,12
-42,-49,-46,-61,-44,-46,-47,-62,-47,-47,NaN,-55,-62,-55,-55,-57,-56,-77,-44,NaN,-77,12
-42,-52,-46,-61,-39,-47,-47,-58,-48,-45,-66,NaN,-61,-54,-59,-59,-55,-77,-39,-73,NaN,12
-42,-47,-46,-60,-44,-46,-44,-58,-48,-47,-67,-55,-64,NaN,-58,-58,-55,NaN,-43,NaN,NaN,12
-42,-74,NaN,-55,-45,-47,-47,-66,-48,-46,-66,-55,-64,NaN,-55,-58,-55,-77,-43,NaN,NaN,12
-42,-47,-47,-60,-44,-46,-45,-57,-48,-47,-66,NaN,-61,-51,-55,-60,-57,-76,-44,NaN,NaN,12
-42,NaN,-45,-57,-44,-47,-47,-57,-47,-46,NaN,-55,-60,NaN,-58,-57,-57,NaN,-43,NaN,NaN,12
-42,-49,-47,-61,-45,-49,-47,-57,-47,-46,-65,-55,-65,-54,-54,-59,-55,-77,-44,NaN,NaN,12
-42,-48,-46,NaN,-44,-45,-46,-57,-48,-46,-66,NaN,-66,-90,-58,-58,-57,-74,-43,NaN,-76,12
-42,-48,-44,-60,-44,-47,-46,-57,-48,-54,-66,-60,-65,-53,NaN,-58,-57,-75,-43,-69,NaN,12
-43,-48,-46,-59,-44,-45,-44,-58,-47,-46,-67,-56,-67,-55,-60,-60,-57,-76,-56,NaN,NaN,12
-42,-48,-45,-58,-44,-49,-46,-57,-47,-47,-67,-53,-69,-55,-63,-59,-56,-79,-41,NaN,-76,12
-42,-48,-46,-61,-44,-47,-46,-56,-48,-46,-66,-55,-64,NaN,-60,NaN,-56,-75,-44,NaN,NaN,12
-42,-48,-46,-61,-44,-47,NaN,-58,-48,-46,NaN,-54,-65,-54,-60,-58,-56,-77,-43,NaN,-76,12
-45,-49,-45,-60,-45,-46,-47,-57,-47,-46,NaN,-53,-61,-56,-54,-60,-57,NaN,-76,NaN,NaN,12
-42,-47,-44,-61,-44,-46,-47,-56,-48,-46,-67,-50,-64,NaN,-59,-59,-56,NaN,-85,NaN,NaN,12
-42,-49,-89,-60,-52,-46,-48,-57,-48,-45,NaN,-56,-65,-56,-59,-60,-57,-74,-44,-72,NaN,12
-42,-48,-46,-60,-45,-47,-47,-57,-48,-44,-66,-51,-63,-55,-54,-58,-58,-75,-44,-70,NaN,12
-43,-49,-46,-59,-44,-48,-47,-57,-48,NaN,-73,-57,-64,-57,-61,-58,-56,-77,-44,NaN,NaN,12
-42,-47,-45,-61,-44,-45,-47,-57,-48,-46,-64,-53,-60,-54,-58,-59,-56,NaN,-45,NaN,NaN,12
-43,-48,-45,-61,-44,-46,-47,-59,-48,-47,NaN,-54,-67,NaN,-65,-59,-56,-75,-39,-75,NaN,12
-43,-53,-45,-59,-44,-47,-46,-58,-48,-48,-90,-52,-61,-54,-58,-59,-57,NaN,-43,NaN,-75,12
-42,-47,-48,-61,-46,-46,-47,-57,-47,-41,-68,-56,-64,-58,-59,-58,-56,NaN,-42,NaN,NaN,12
-44,-44,-53,-58,-47,-43,-63,-54,-49,-45,-63,-42,-53,-50,-56,-61,-52,-77,-44,-65,-72,13
-44,-44,NaN,NaN,-44,-43,-54,-54,-50,-37,NaN,-42,NaN,-49,-54,-60,-53,-80,-42,NaN,NaN,13
-45,-45,-52,-64,-44,-44,-55,-55,-50,-39,NaN,-42,-59,NaN,-57,-57,-51,-69,-40,NaN,NaN,13
-44,-50,-52,NaN,-44,-42,NaN,-54,-51,-39,-59,-42,-61,-49,-55,-60,-50,NaN,-43,NaN,NaN,13
-45,-47,-55,NaN,-44,-43,NaN,-53,-54,-39,-60,-43,-60,-52,-58,-58,-52,NaN,-42,NaN,NaN,13
-44,-50,-52,NaN,-50,-44,NaN,-53,-50,-38,-60,-43,-60,-51,NaN,-64,-50,NaN,-41,NaN,NaN,13
-43,-51,-52,NaN,-44,-42,-65,-54,-50,-38,-60,-39,-61,NaN,-55,-59,-52,NaN,-40,-66,NaN,13
-43,-50,-52,NaN,-44,-43,-64,-54,-51,-38,-62,-42,-60,-50,-54,-60,-53,NaN,-42,-65,NaN,13
-43,-47,-55,-61,-45,-43,-53,-52,-51,-36,-68,-41,-59,NaN,-55,-60,-53,-68,-42,NaN,NaN,13
-46,-50,-54,-64,-50,-43,-60,-53,-53,-37,-56,-41,-65,-50,NaN,-60,-51,-69,-40,NaN,NaN,13
-44,-47,-56,-65,-45,-47,NaN,-60,-51,-69,-61,-41,-60,NaN,-56,-59,-52,-75,-45,-59,NaN,13
-44,-47,-54,-65,-44,-44,-55,-54,-51,-38,-61,-42,-59,-50,-59,-59,-52,NaN,-42,-64,NaN,13
-43,-48,-54,-66,-44,-43,-59,-54,-50,-39,-60,NaN,-59,-49,-57,-59,-53,NaN,-41,NaN,NaN,13
-44,-45,-51,NaN,-51,-44,-57,-53,-49,-37,NaN,-42,-57,NaN,-56,-59,-52,-74,-42,NaN,NaN,13
-44,-43,-52,-67,-45,-45,-65,-53,-51,-39,-60,-42,NaN,-47,-57,-59,-51,-71,-42,-64,-74,13
-44,-46,-61,-65,NaN,-46,-57,-54,-48,-39,-61,-46,-57,-49,-55,-60,-52,-71,-43,NaN,NaN,13
-43,-47,-51,NaN,-45,-42,-63,-54,-50,-39,-60,-42,-66,NaN,-57,-60,-52,NaN,-42,NaN,NaN,13
-42,-49,-51,NaN,-45,-43,-62,-58,-50,NaN,NaN,-42,NaN,-50,-56,-63,-52,-73,-43,NaN,NaN,13
-44,-47,-50,-74,-45,-46,-56,-54,-51,-38,-60,-43,-64,-50,-57,-60,-52,NaN,-41,-57,NaN,13
-43,-48,-52,NaN,NaN,-42,-60,-53,-49,-38,-60,-43,-59,-50,-58,-61,-52,-73,-41,NaN,-70,13
-41,-48,-47,NaN,-51,-43,-58,-59,-50,-39,-60,-41,-55,-50,-59,-59,-51,NaN,-42,-62,NaN,13
-41,-47,-50,NaN,-41,-40,-50,-53,-48,-39,-61,-41,-54,-51,-60,-59,-51,NaN,-41,-63,NaN,13
-42,-46,-48,-65,-45,-42,-60,-55,-50,-38,-60,-42,-57,-50,-60,-59,-52,-75,-41,-64,NaN,13
-44,-47,-48,-67,-51,-41,-52,-54,-47,-38,-60,-42,-57,-49,-57,-59,-52,-75,-41,-65,-70,13
-43,-46,-51,-68,-49,-42,-58,-54,-49,-39,-60,-42,-56,-50,-56,-59,-51,-77,-42,-59,NaN,13
-43,-46,-49,NaN,-45,-43,-56,-54,-49,-38,NaN,-42,-57,-49,-58,-59,-51,-76,-43,NaN,-72,13
-44,-48,NaN,NaN,-49,-45,-61,-59,-50,-38,-62,-41,-57,-50,-59,-60,-77,-74,-46,-64,NaN,13
-42,-48,-50,NaN,-49,-44,-57,-54,-48,-36,-59,-43,-57,-53,-61,-68,-51,-78,-46,-62,NaN,13
-43,-48,-50,-70,-45,NaN,-58,-55,-49,-38,NaN,-41,-58,NaN,-58,-60,-52,-73,-42,NaN,-74,13
-45,-48,-51,-67,-44,-41,-52,-54,-49,-38,NaN,-43,-58,-52,-56,-60,-52,-76,-42,-62,NaN,13
-43,-48,-49,-65,-46,-43,-51,-54,-50,-39,-59,-45,-58,NaN,-56,-60,-52,-70,-42,NaN,NaN,13
-43,-43,-49,-65,-45,-42,-55,-55,-49,-38,-59,-43,-55,NaN,-58,-58,-53,-75,-44,-59,-74,13
-42,-44,-47,NaN,-47,-43,-49,-54,-49,-38,NaN,-42,-54,NaN,-56,-60,-52,NaN,-42,NaN,NaN,13
-42,-47,NaN,NaN,-49,-42,-58,-53,-49,-38,-59,-42,NaN,-51,-57,-69,-51,NaN,-42,NaN,NaN,13
-43,-43,NaN,-69,-50,-44,-62,-53,-48,-35,-62,-42,NaN,-46,-54,-64,-52,-76,-41,NaN,NaN,13
-42,-45,-50,NaN,-46,-43,-54,-54,-49,-39,-59,-43,-56,-49,NaN,-60,-53,NaN,-42,-61,-70,13
-45,-47,-51,NaN,-52,-43,-57,-53,-51,-39,-60,-42,-56,-49,-55,NaN,-50,NaN,-41,-62,-73,13
-45,-47,-53,NaN,-44,-42,NaN,-53,-51,-38,-62,NaN,-56,-50,-54,-58,-52,NaN,-41,NaN,-77,13
-43,-46,-54,-65,-51,-42,-64,-53,-48,-39,NaN,-42,-57,-50,-56,-90,-52,-72,-42,-64,NaN,13
-43,-48,-54,NaN,-50,-40,-58,-54,-47,-39,-59,-41,-56,-50,-57,-59,-52,-76,-41,NaN,-71,13
-43,-46,-53,-63,-51,-40,-59,-54,-49,-36,NaN,-41,-56,-47,-56,-60,-52,-76,-42,-64,-73,13
-42,-47,-57,-60,-44,-39,-51,-58,-48,-38,-64,-42,NaN,-51,-56,-59,-52,-75,-42,-63,-74,13
-43,-74,-54,-64,-45,-40,-60,-53,-46,-39,-61,-43,-57,NaN,-54,-59,-54,-67,-41,NaN,-74,13
-43,-45,-56,-64,-45,-40,-52,-59,-50,-37,NaN,-42,NaN,NaN,-56,-60,-53,-76,-41,-63,NaN,13
-44,-46,-54,-87,-46,-39,-58,-53,-50,-39,-61,-42,-57,-50,-58,-59,-51,NaN,-43,-63,NaN,13
-42,-46,-56,-66,-45,-40,-62,-54,-50,-35,NaN,-41,-57,-50,-56,-59,-52,NaN,-46,-63,-74,13
-43,-47,-51,-62,-51,-41,-62,-53,-50,-38,NaN,-41,-56,-51,-59,-62,-52,-77,-41,NaN,NaN,13
-44,-45,-55,-64,-45,-40,-50,-53,-53,-38,-61,-43,-56,-50,-56,-59,-52,-75,-42,-63,-72,13
-44,-44,-51,-70,-46,-41,-60,-53,-52,-39,-59,-43,NaN,-50,-59,-60,-53,NaN,-41,NaN,-73,13
-44,-51,-54,NaN,-44,-39,-61,-53,-50,-38,NaN,-41,-57,-52,-58,NaN,-52,NaN,-41,NaN,NaN,13
-42,-44,-52,-59,-48,-43,-52,-53,-49,-39,-59,-42,NaN,-51,-57,-59,-51,-73,-41,NaN,NaN,13
-41,-45,-54,-60,-45,-40,-56,-53,-50,-39,-58,-40,-64,-60,-56,-60,-56,NaN,-40,-61,-72,13
-42,-42,-50,NaN,-44,-40,-57,-58,-51,-39,-58,-41,-57,-56,-57,-62,-51,NaN,-41,NaN,-69,13
-44,-45,-54,-60,-44,-42,-64,-60,-52,-38,-62,-40,-64,NaN,-56,-65,-56,NaN,-42,-68,NaN,13
-41,-40,-53,-64,-46,-39,-64,-53,-51,-35,-62,-42,-56,-51,-52,-60,-53,-66,-42,-60,-66,13
-41,-43,-52,-65,-47,-41,-67,-53,-51,-38,-59,-41,-52,-49,-61,-63,-51,-75,-42,NaN,-74,13
-41,-45,-57,NaN,-47,-44,-66,-53,-45,-36,-60,-42,NaN,-50,-56,-60,-50,-75,-40,-66,-72,13
-39,-47,-51,-58,-46,-38,-58,-52,-46,-41,NaN,-41,-59,-49,-56,-61,-51,-78,-44,NaN,NaN,13
-44,-41,-49,-63,-49,-39,NaN,-52,-50,-36,-60,-43,-61,-49,-58,-60,-53,-75,-46,NaN,NaN,13
-42,-45,-53,NaN,-43,-40,-52,-52,-50,-38,-62,-41,-56,-50,-56,-59,-52,-72,-42,-64,-73,13
-42,-46,-51,NaN,-51,-39,NaN,-53,-46,-38,-59,-42,-57,-52,-57,-61,-52,NaN,-42,-67,NaN,13
-42,-46,-54,NaN,-45,-42,-49,-53,-48,-38,-58,-42,-57,-48,-55,-61,-52,NaN,-41,NaN,NaN,13
-45,-45,-54,-67,-45,-38,-54,-53,-50,-40,NaN,-45,-56,-51,-56,-61,-54,NaN,-41,-64,NaN,13
-41,-45,-49,-61,-45,-41,-49,-53,-51,-38,-59,-41,-56,-50,-60,-61,-52,-74,-42,NaN,NaN,13
-41,-47,-50,-69,-45,-41,-49,-53,-50,-38,-59,NaN,-56,-48,-56,-61,-52,-74,-46,NaN,-72,13
-47,-45,-55,NaN,-44,-47,NaN,-57,-50,NaN,NaN,-43,-64,-48,-57,NaN,-52,NaN,-41,-64,-70,13
-41,-41,-62,-61,-52,-40,-60,-51,-49,-37,NaN,-43,-56,-52,-57,-62,-53,-75,-41,-64,NaN,13
-41,-51,-53,NaN,-46,-40,-62,-51,-50,-41,-59,-42,-60,-49,-54,NaN,-53,-67,-43,-64,-71,13
-40,-59,-50,-62,-48,-40,-64,-52,-50,-38,NaN,-43,-56,-49,-57,-62,-51,NaN,-42,-64,-72,13
-41,-45,-56,-74,-44,-40,-55,-52,-50,-40,NaN,-41,-56,-50,-59,-69,-52,-73,-42,-64,NaN,13
-40,-48,-51,-68,-44,-40,-60,-52,-49,-38,-58,-42,-57,-50,-57,-59,-52,-75,-41,-65,-73,13
-42,-47,-53,-68,-46,-40,-60,-52,-52,-38,NaN,-43,-56,-49,-61,-61,-51,-75,-42,-64,-75,13
-41,-46,-49,NaN,-46,-38,-52,-52,-50,-38,-59,-42,-56,-50,-56,-60,-52,-74,-42,NaN,NaN,13
-42,-46,-50,-57,-45,-42,-47,-51,-51,-40,-60,-42,-56,-49,-58,-59,-52,-73,-42,-63,-73,13
-41,-44,-49,-59,-51,-41,-49,-53,-51,-37,-59,-41,-57,-51,-56,-61,-51,-74,-42,-64,NaN,13
-40,-44,-50,-60,-44,-42,-53,-54,-51,-37,-60,-39,-57,-47,-57,-60,-52,NaN,-41,NaN,-75,13
-42,-45,-47,-63,-47,-43,-51,-57,-52,-35,-59,-42,-56,-49,-57,-61,-52,-78,-42,NaN,NaN,13
-41,-43,-49,-63,-45,-43,NaN,-48,-51,-39,NaN,-42,-56,NaN,-58,-59,-52,-75,-42,-64,NaN,13
-41,-42,-51,-60,-46,-42,-58,-50,-52,-39,NaN,-41,-57,-50,-57,-60,-52,-74,-42,-64,NaN,13
-40,-45,-51,-61,-42,-40,-50,-51,-51,-38,-58,-42,-57,NaN,-57,-60,-52,-75,-42,NaN,NaN,13
-46,-46,-43,-68,-48,-44,-70,-54,-53,-35,-63,-41,-53,-56,-51,-57,-56,-72,-42,-67,NaN,14
-45,-46,-42,-61,-54,-42,-57,-56,-53,-34,-60,-43,-54,-49,-54,-56,NaN,NaN,-38,NaN,NaN,14
-45,-42,-42,-59,-46,-39,-59,-55,-54,-36,-60,-43,-54,NaN,-52,-59,-56,NaN,-38,NaN,NaN,14
-44,-57,-43,-60,-45,-40,-55,-55,-53,NaN,-59,-44,NaN,-49,-52,-58,-55,-69,-39,NaN,NaN,14
-48,-40,-74,-65,-45,-39,-59,-53,-52,-41,-59,-45,-55,-50,-52,-57,-55,NaN,-39,NaN,-74,14
-47,-41,-44,-62,-45,-40,-57,-55,-54,-37,NaN,-48,-57,-50,-51,-58,-54,NaN,-39,NaN,NaN,14
-46,-42,-43,-59,-55,-41,-55,-57,-54,-36,-59,-44,-55,-51,-57,-55,-55,NaN,-39,NaN,NaN,14
-44,-80,NaN,-57,-48,-39,-56,-55,-56,-35,-59,-45,-57,-63,-55,-58,-54,-69,-39,-65,-72,14
-46,-40,-43,-61,-56,-42,-60,-50,-54,-36,-60,-45,-57,-49,-53,-59,-54,-69,-40,-66,NaN,14
-45,-41,-43,-56,-49,NaN,-58,-54,-56,-36,NaN,-48,-65,-50,-50,-59,-55,-71,-42,NaN,NaN,14
-45,-41,-44,-56,-46,-38,-52,-56,-55,-35,NaN,-44,NaN,NaN,-52,-59,-57,NaN,-38,NaN,NaN,14
-41,-41,-43,-55,-47,NaN,-58,-56,-55,-35,NaN,-45,-55,NaN,-50,-59,-54,NaN,-38,NaN,NaN,14
-46,-42,-44,-57,-45,-37,-57,-53,-55,-36,-59,-44,-54,-50,-51,-58,NaN,NaN,-36,-65,-75,14
-46,-41,-43,-56,-46,NaN,-49,-55,-54,-36,-60,-44,NaN,-50,-51,-58,-54,NaN,-40,-65,-74,14
-47,-41,-44,-56,-56,-37,-54,-54,-56,-36,-59,-43,-55,-51,-50,-60,-53,-70,-39,NaN,-76,14
-46,-41,-43,-57,-46,-38,-55,-55,-56,-37,-60,NaN,-55,-50,-51,-59,-54,-70,-38,-66,NaN,14
-46,-41,-43,-57,-46,-37,-53,-55,-55,-37,-60,-43,-59,-57,-54,NaN,-54,NaN,-40,NaN,-74,14
-45,-39,-45,-57,-61,-38,-55,-65,-55,-37,-60,-45,-54,-54,-53,-58,-52,-66,-40,-65,-73,14
-46,-41,NaN,-57,-56,-38,-56,-54,-56,-36,-60,-44,NaN,NaN,-53,-58,NaN,-68,-39,-66,-72,14
-46,-41,-44,-56,-45,-39,-56,-59,-56,-36,-59,-50,NaN,-49,-50,-58,-55,NaN,-39,NaN,NaN,14
-46,-41,-43,-58,-47,NaN,NaN,-54,-56,-41,NaN,-44,-56,NaN,-51,-58,-55,NaN,-39,NaN,NaN,14
-46,-41,-43,-60,-46,-38,NaN,-54,-55,-36,-60,-44,-56,-55,-51,-58,-54,-69,-38,NaN,NaN,14
-47,-41,-43,-60,-45,-38,-57,-53,-55,-33,NaN,-44,-56,-50,-50,-57,-53,NaN,-38,NaN,NaN,14
-46,-41,-73,-60,-46,-72,-56,-54,-55,-36,NaN,-44,-57,-55,-52,-58,-53,-69,-38,NaN,NaN,14
-46,-41,-44,-59,-45,-37,-56,-54,-56,-36,-60,-43,-53,-50,-53,NaN,-54,-69,-40,NaN,NaN,14
-46,-41,-44,-62,-46,-37,-57,-54,-55,-36,-59,-44,-59,-50,-51,-58,-53,NaN,-39,NaN,-72,14
-45,-40,-44,-60,-45,NaN,-56,-53,-56,-36,NaN,-44,-58,-50,-52,-58,-54,NaN,-39,NaN,NaN,14
-46,-41,-43,-60,-46,NaN,-55,-52,-56,-41,-58,-44,NaN,-50,-51,-58,-54,-66,-39,NaN,NaN,14
-46,-41,-49,-60,-45,-37,-56,NaN,-56,-36,NaN,-44,NaN,NaN,-46,-58,-56,-70,-39,NaN,NaN,14
-46,-41,-44,-58,-44,-37,-51,-54,-55,-36,-59,-47,NaN,NaN,NaN,-58,-57,NaN,-39,-64,NaN,14
-45,-42,NaN,-58,-57,-34,-56,-70,-55,-36,-59,-44,-58,-49,-53,-58,-54,-70,-38,-66,NaN,14
-46,-40,-44,-58,-57,-37,-56,-54,-55,-36,-59,-41,-56,-55,NaN,-58,-54,-67,-38,NaN,-73,14
-46,-41,NaN,-58,-57,-37,-54,-54,-55,-36,-58,-44,-57,-49,-53,-59,-55,-64,-39,NaN,-72,14
-46,-41,-44,-58,-49,-74,-55,-55,-55,-35,-59,-46,-51,-50,-53,-58,-54,NaN,-39,NaN,NaN,14
-45,-41,-43,-58,-45,NaN,-54,-53,-55,-36,-60,-43,-53,-50,-53,-61,-53,-62,-38,NaN,-71,14
-45,-41,-41,-58,-45,-40,-56,-53,-56,-36,-59,-44,-51,-50,-52,-57,-54,-62,-38,-65,-72,14
-45,-41,-44,-58,-46,-39,-56,-54,-51,-36,-59,-43,-60,-49,NaN,-58,-56,NaN,-38,-63,NaN,14
-45,-41,-43,-58,-45,-38,-56,-52,-55,-36,-59,-43,-52,-44,-54,-58,-53,-68,-39,NaN,-72,14
-45,-41,NaN,-55,-46,-38,-56,-53,-55,-36,-58,NaN,NaN,-49,-51,-59,-53,NaN,-42,NaN,NaN,14
-45,-41,-47,-60,-45,NaN,-56,-58,-55,-34,NaN,-47,-55,NaN,-52,-59,-53,-69,-39,NaN,NaN,14
-45,-41,-44,-62,-46,-38,-57,-52,-55,NaN,-58,NaN,NaN,-49,-51,-59,-53,-69,-39,NaN,NaN,14
-45,-40,NaN,-58,-45,-39,-58,-53,-50,-36,-59,-44,-58,NaN,-54,-59,-54,NaN,-38,NaN,NaN,14
-45,-41,-43,-60,-45,-70,-57,-51,-55,NaN,-59,-44,-60,-50,-51,-58,-54,-69,-39,NaN,NaN,14
-45,-41,-43,-58,-45,-39,-57,-49,-55,-36,NaN,-44,-59,-51,-53,-59,-52,-69,-39,NaN,-70,14
-45,-41,-44,-58,-45,-39,-56,-52,-55,-35,-60,-43,-61,-50,-51,-59,-58,NaN,-39,NaN,NaN,14
-45,-72,-43,-59,-45,NaN,-51,-50,-54,-36,-59,-44,-59,-50,-52,-66,NaN,-63,-39,NaN,NaN,14
-45,-42,NaN,-58,-46,-39,-57,-51,-54,-36,-60,-44,-57,NaN,-52,-58,-54,NaN,-39,NaN,NaN,14
-45,-40,-43,-58,-45,-40,-57,-51,-55,-35,NaN,-44,-58,NaN,-54,-58,-55,-69,-38,-67,NaN,14
-46,-41,-42,-58,-46,-39,-52,-52,-54,-36,-59,-44,-59,-50,-52,-58,-54,-69,-39,-68,NaN,14
-45,-41,-49,-58,-46,-42,-52,-51,-54,-35,-59,-44,-60,-49,NaN,-59,-53,-69,-39,NaN,NaN,14
-45,-41,-39,-58,-45,-41,-52,-50,-55,-36,-58,-44,NaN,-46,NaN,-59,-53,-69,-39,NaN,NaN,14
-46,-40,-43,-58,-46,-40,-52,-50,-55,-36,-59,-43,-60,-49,-53,-58,-54,-62,-39,-66,-71,14
-45,-41,-67,-58,-45,-39,-56,-45,-52,-36,-59,-44,-59,-50,-52,-58,-54,-70,-39,NaN,-70,14
-45,-41,-43,-58,-46,-40,-52,-50,-55,-33,-59,-44,-59,-49,-53,-59,-53,-69,-39,NaN,-71,14
-44,-41,-43,-59,-46,-40,-53,-49,-55,-36,-59,-48,-60,-51,-56,-57,-52,-70,-39,NaN,NaN,14
-44,-41,-42,NaN,-45,-39,-56,-52,-55,-42,-58,-44,-59,-49,-53,-72,-52,NaN,-39,NaN,NaN,14
-45,NaN,-44,-58,-46,-40,-56,-53,-55,-36,-59,NaN,-58,-50,-53,-59,-54,-62,-38,NaN,NaN,14
-46,-41,-44,-59,-45,-43,-55,-52,-49,-36,-59,-44,NaN,-49,-53,-62,NaN,NaN,-38,NaN,NaN,14
-45,-41,-44,-59,-45,-41,-56,-52,-55,-36,-59,-43,NaN,-49,-52,-56,-52,NaN,-39,NaN,NaN,14
-46,-41,-49,-59,-46,-41,-57,-49,-55,-36,-60,-44,-57,-55,-52,-58,-56,NaN,-39,NaN,NaN,14
-45,-41,-44,-58,-45,-40,-57,-51,-54,-36,-59,-46,-56,-49,-52,-58,-54,NaN,-39,NaN,-72,14
-45,-40,-44,-58,-45,-40,-57,-53,-55,-36,-59,-43,-59,-49,-52,-57,NaN,-63,-39,NaN,-72,14
-45,-41,-45,-58,-45,-41,-57,-53,-55,-36,NaN,-44,NaN,-50,-51,-57,-54,-69,-38,NaN,NaN,14
-45,-41,-48,-58,-45,-38,-52,-53,-56,-36,-59,-43,-53,NaN,-51,-57,-52,NaN,-38,NaN,NaN,14
-45,NaN,-44,-58,-46,-39,-54,-55,-55,-76,NaN,-43,-55,-49,-54,-57,-55,-63,-39,NaN,NaN,14
-44,-41,-44,-58,-45,NaN,-54,-58,-55,-35,-59,-44,-54,NaN,-53,-53,-55,-63,-38,NaN,NaN,14
-45,-41,-48,-58,-45,-39,-55,-52,-54,-33,-60,-43,NaN,-49,-53,-58,-54,NaN,-38,-68,NaN,14
-47,-42,-43,NaN,-46,-42,-57,-54,-54,-37,-59,-43,-54,NaN,-51,-51,NaN,NaN,-39,NaN,NaN,14
-46,-41,NaN,-58,-46,NaN,-49,-54,-54,-35,-59,-43,-54,-50,-52,-57,-78,-75,-38,-70,NaN,14
-45,-40,-44,-58,-46,-42,-56,-54,-55,-36,-59,-43,NaN,-50,-51,-61,-53,NaN,NaN,NaN,-73,14
-45,-37,-44,-58,-49,-41,-56,-53,-55,-34,NaN,-42,-48,-49,-51,-58,-53,-69,-38,NaN,NaN,14
-47,-41,NaN,-58,-46,-40,-55,-54,-55,-41,-64,-43,-54,NaN,-51,-58,-54,-69,-38,-69,NaN,14
-44,-41,-44,-58,-45,-40,-56,-52,-56,-36,-59,-44,-54,-49,-51,-58,-53,-69,-39,NaN,-72,14
-45,-38,-44,-58,-45,-40,-56,-52,-55,NaN,-59,NaN,-54,-50,-52,-58,-54,NaN,-40,NaN,NaN,14
-47,-41,-43,-58,-56,-40,-58,-53,-55,-36,-60,NaN,-54,-50,-52,-57,-53,-71,-39,NaN,NaN,14
-45,-40,-45,-58,-45,-41,-55,NaN,-55,NaN,-59,-43,-58,-49,-52,-57,-52,-66,-38,NaN,NaN,14
-38,-41,-43,-58,-46,-40,-57,-53,-55,-36,-60,-43,-54,-49,-52,-58,-56,NaN,-38,NaN,NaN,14
-47,-41,NaN,-58,-45,-39,-56,-53,-55,-36,NaN,-44,-57,-49,-50,-57,-51,-69,-38,-67,NaN,14
-45,-41,-44,-58,-45,-40,-56,-53,-55,-36,-59,-43,-57,-55,-51,-58,-53,-69,-38,-70,NaN,14
-48,-41,-44,-58,-56,-39,-56,-53,-55,-35,-59,-46,-58,NaN,-52,-59,-57,-69,-39,-69,-68,14
-50,-45,-50,-67,-57,-49,-58,-54,-64,-40,-63,-44,-54,-48,-52,-55,-51,-75,-45,-73,NaN,15
-46,-46,-48,-73,-53,-47,-54,-52,-62,-37,-62,-41,-57,-45,-51,-55,-52,-76,-44,-67,-69,15
-44,-41,-48,-68,-54,-44,-55,-55,-60,-33,-59,-41,-55,NaN,-68,-54,-50,-73,-41,-68,-68,15
-42,-43,-48,NaN,-53,-46,-50,-53,-62,-33,NaN,-41,-55,NaN,-49,-54,-50,NaN,-44,NaN,NaN,15
-44,-41,-46,-67,-52,-47,-56,-56,-60,-33,NaN,-39,-57,-46,-48,-62,-51,-74,-40,NaN,NaN,15
