@relation 'LogDosyasi_Samsung_Tablet_Train_WiFi_MF-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27'

@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-64,-73,-62,-45,?,?,-60,-69,-61,-66,-33,-57,-48,-59,-50,-66,?,-39,?,-49,?,-74,?,-5.94,-18,-32.399998,19
-63,-72,-64,-44,?,?,-62,-59,-61,-67,-32,-56,-48,-60,-52,-60,?,-40,?,-48,?,-68,-68,-5.82,-18.359999,-32.639999,19
-68,-74,-62,-44,-76,?,?,-66,-59,-66,-32,-55,-51,-58,-51,?,-64,-39,?,-48,?,-64,-65,-5.52,-18.66,-32.880001,19
-65,-73,-62,-43,?,?,-62,?,-66,-66,-33,-55,-49,-59,-53,?,?,-39,?,-56,?,?,?,-5.22,-17.940001,-32.639999,19
-64,-74,-62,-44,?,?,?,-61,-63,-66,-32,?,?,-59,-51,-61,?,-40,-62,-50,?,-66,-63,-5.52,-17.58,-32.82,19
-65,?,-63,-44,?,?,-61,-64,-63,-66,-33,-55,-46,?,-50,-65,?,-39,?,-48,?,?,?,-5.82,-18,-32.880001,19
-64,?,-65,-43,?,?,-70,?,-63,-66,-33,-57,-47,-59,-50,-67,?,-39,?,-51,?,?,?,-5.58,-18.24,-33.299999,19
-62,-71,?,-43,?,?,-60,?,-62,-65,-32,-56,-48,-56,-50,-61,-61,-41,?,-50,?,?,?,-5.4,-17.76,-32.579998,19
-63,-73,-61,-47,?,?,-61,-66,?,-66,-33,-55,-50,?,?,-65,-61,-39,-60,-52,?,-67,?,-5.52,-17.940001,-32.399998,19
-63,-73,?,-43,-71,?,-60,-67,-62,-66,-32,?,-50,-58,-51,-61,-63,-54,?,-52,?,?,?,-5.82,-18.119999,-32.880001,19
-63,-72,-62,-43,-76,?,-61,-66,-58,-66,-35,-55,-49,?,-53,-63,-65,-39,-65,-56,?,-67,?,-5.82,-18.059999,-33.299999,19
-63,-71,?,-43,?,?,-60,-65,-63,-66,-32,-57,-50,-60,-52,-65,?,-39,?,-49,?,?,-75,-5.82,-18.24,-33.239998,19
-59,?,-63,-43,?,-73,-61,-68,-57,-66,-32,-54,-48,-57,-51,-65,?,-39,-62,-54,?,?,?,-5.28,-18.6,-33.059998,19
-62,-71,-62,-44,?,?,-62,-70,-65,-66,-32,-56,-49,-56,-52,-62,-64,-46,-61,-56,?,?,?,-5.52,-17.940001,-33.84,19
-63,-73,-62,-43,-61,?,-60,-66,-66,-66,-32,-57,-50,-58,-51,-61,?,-39,?,-49,?,?,?,-5.04,-16.98,-33.48,19
-62,?,-62,-43,?,?,-68,-65,-63,-66,-34,-56,?,?,-52,-64,?,-39,-68,-49,?,?,-73,-5.64,-17.34,-33.299999,19
-66,-60,-68,-47,-74,-56,-60,-67,-64,-62,-40,-61,-45,-62,-49,-65,-67,-39,-70,-47,?,?,?,?,?,?,20
-60,-54,-66,-50,-64,?,-55,-64,-63,-62,-40,-59,-45,?,?,-62,-74,-38,?,-43,?,?,?,?,?,?,20
-64,?,?,-52,?,?,-57,?,-64,-65,-39,-64,-50,-59,-49,-64,-69,-37,?,-43,?,?,?,?,?,?,20
-70,-57,?,-58,?,-72,?,-62,-66,-63,-38,?,-51,?,-48,-63,?,-38,?,-42,?,?,?,?,?,?,20
-68,-56,-72,-58,?,?,-57,-62,-63,-64,-40,-58,?,?,-51,?,-75,-38,-70,-42,?,?,?,?,?,?,20
-57,?,?,-64,?,?,-60,-59,-67,-65,-40,?,-50,-66,-62,-63,?,-39,?,-43,?,?,?,?,?,?,20
-64,-59,-72,-53,-73,?,-57,?,-65,-68,-40,-60,-52,-60,-51,?,-71,-38,-67,-44,?,-74,-74,?,?,?,20
-67,-64,-68,-55,-77,?,?,?,-63,-65,-41,?,-50,-61,-50,-63,?,-37,-65,-44,?,?,?,?,?,?,20
-66,-64,-65,-56,-58,?,-57,-72,-63,-65,-39,-56,-49,-59,-51,-63,-71,-38,-67,-44,?,?,?,?,?,?,20
-64,-62,?,-58,?,?,-57,?,-64,-64,-40,-60,-46,-58,-50,-64,?,-38,?,-47,?,?,?,?,?,?,20
-62,-61,-66,-57,?,?,?,-68,-64,-65,-41,-58,-45,-58,?,-64,?,-38,?,-43,?,-73,?,?,?,?,20
-63,?,?,-57,?,?,-58,?,-66,-64,-41,-61,-46,-59,-49,-64,?,-38,-67,-44,?,?,?,?,?,?,20
-63,-61,?,-57,?,-73,-55,-64,-67,-65,-39,-60,-46,-66,-50,-64,?,-38,-65,-45,?,-74,-74,?,?,?,20
-63,-58,-67,-58,-76,?,-59,-67,-67,-65,-39,-61,-46,?,-49,-65,?,-39,-68,-45,?,-73,?,?,?,?,20
-62,-61,?,-58,?,?,-57,?,-62,-64,-40,-59,-45,?,-51,?,?,-39,?,-45,?,?,?,?,?,?,20
-62,-62,?,-58,?,?,-54,-68,-61,-65,-41,-61,-45,-59,?,-65,?,-38,?,-42,?,?,?,?,?,?,20
-62,-61,?,-58,?,-72,-61,-68,?,-64,-40,-61,-46,?,-48,-62,?,-38,?,-43,?,-75,-72,?,?,?,20
-63,-64,-66,-61,?,-73,-59,-69,-61,-64,-40,-61,-47,-58,-49,-64,?,-44,-69,-44,?,-71,-73,?,?,?,20
-67,-62,-66,-57,?,?,-57,?,-63,-64,-40,?,-46,-60,-49,-61,?,-38,?,-40,?,?,?,?,?,?,20
-64,-62,?,-58,?,?,-56,-66,?,-64,-41,-60,-46,-59,-49,?,?,-38,?,-42,?,?,-74,?,?,?,20
-63,?,-67,-57,?,?,?,?,-60,-64,-41,?,-44,-59,-49,-63,?,-34,-67,-42,?,?,?,?,?,?,20
-54,-61,-70,-57,-71,?,-56,-68,-64,-64,-39,?,-48,-58,?,-63,?,-37,-67,-43,?,?,?,?,?,?,20
-64,-62,-69,-57,?,-68,?,?,-63,-64,-40,?,-45,-60,-48,?,?,-38,?,?,?,?,?,?,?,?,20
-58,-61,-69,-57,-80,-73,-57,-65,-61,-63,-39,-63,-45,-59,-49,-62,?,-53,-67,-42,?,-72,-72,?,?,?,20
-63,-62,-69,-56,-81,?,-56,-63,-62,-64,-41,-62,-45,?,-49,-63,?,-48,?,-36,?,-72,?,?,?,?,20
-66,-58,-70,-57,?,-61,-58,-70,-61,-63,-40,-61,-46,-61,-49,-63,?,-38,-67,-42,?,-72,-72,?,?,?,20
-62,-63,-67,-55,?,?,-57,-68,-61,-63,-40,-64,-47,-60,-49,-64,?,-38,-66,-42,?,-73,?,?,?,?,20
-61,-61,-68,-57,?,?,-61,-69,-64,-64,-40,-61,?,-57,-89,-63,?,-39,?,-41,?,?,-74,?,?,?,20
-57,-61,-68,-58,?,-73,-61,?,-67,-64,-39,?,-45,-58,-50,-64,?,-38,?,-42,?,?,?,?,?,?,20
-61,-61,-69,-57,?,?,-57,-65,-63,-64,-41,-61,-46,-61,-49,-65,?,-38,?,-41,?,?,?,?,?,?,20
-61,-65,-70,-58,?,?,?,-71,-62,-64,-40,-59,-48,-68,-48,?,?,-38,-62,-42,?,?,?,?,?,?,20
-61,-61,-67,-58,?,?,?,?,-62,-63,-39,?,-50,-58,?,-64,?,-38,?,-42,?,-72,-75,?,?,?,20
-57,-61,-68,-57,?,?,-55,-70,-63,-64,-40,-62,-48,-61,-49,-67,?,-38,-65,-46,?,?,?,?,?,?,20
-56,?,-70,?,?,?,-55,?,-64,-65,-41,?,-46,?,-60,-76,?,?,-66,-43,?,?,?,?,?,?,20
-57,-66,?,-58,?,-71,-55,?,?,-65,-39,-67,?,?,-49,-63,?,-38,?,-43,?,?,?,?,?,?,20
-62,-67,-68,-56,-79,?,-56,-68,-62,-66,-39,-63,-49,-61,?,?,?,-37,-64,-42,?,-73,?,?,?,?,20
-62,?,-69,-61,-78,?,-56,?,-65,-64,-40,-63,-45,-63,-50,-63,?,-38,?,-45,?,?,?,?,?,?,20
-62,?,-66,-60,?,-72,-56,-69,-61,-65,-40,-63,-45,-63,-51,-63,?,?,?,-42,?,?,?,?,?,?,20
-57,-63,-67,-60,?,-58,-56,-67,-60,-64,-40,?,-45,-63,-60,-60,?,-38,-65,-43,?,?,?,?,?,?,20
-57,-64,-68,-60,?,?,-57,-65,-66,-64,-41,-60,-47,-68,-48,?,-73,-37,?,-43,?,?,?,?,?,?,20
